trade_date,close,open,high,low,vol,return,return_t+1,return_t+1(%)
201301,2584.8761,2577.9674,2603.2821,2555.72965,85922505.35,0.0033755851506125484,0.004265,0.4265
201302,2689.5926666666664,2688.5997333333335,2714.8042,2662.0063333333333,84626519.06666666,-0.00021820633745259777,-0.0017399999999999996,-0.17399999999999996
201303,2576.224142857143,2579.023714285714,2602.5234285714287,2551.332571428571,70410336.0,-0.0031318349279404255,-0.0030952380952380953,-0.3095238095238095
201304,2477.4784999999997,2476.6763333333333,2499.811944444444,2457.8215,52415851.11111111,-0.0009992198294676445,-0.0009055555555555553,-0.09055555555555553
201305,2565.250681818182,2557.3928181818183,2579.605772727273,2543.2831363636365,65300912.63636363,0.002910684074328984,0.0028045454545454545,0.28045454545454546
201306,2369.767764705882,2386.139882352941,2401.590529411765,2342.6898235294116,65087955.823529415,-0.009729668265324039,-0.009311764705882354,-0.9311764705882354
201307,2231.3657826086956,2227.5882173913046,2255.315826086957,2204.9401739130435,65173757.08695652,5.025563208964055e-06,0.0007913043478260866,0.07913043478260871
201308,2307.9451363636363,2303.701181818182,2330.394,2286.096227272727,71913233.81818181,0.002499828002600407,0.0015409090909090908,0.15409090909090908
201309,2420.6151052631576,2418.2094210526316,2436.5124736842104,2400.6306842105264,97831390.63157895,0.0022028830026472658,0.002768421052631579,0.27684210526315794
201310,2423.222388888889,2426.1279444444444,2442.8535555555554,2403.3289999999997,83769339.44444445,-0.0007594060535476288,-0.0012500000000000002,-0.12500000000000003
201311,2375.874047619048,2372.044380952381,2391.4111904761908,2357.170666666667,68003548.04761904,0.0013611464150746553,0.0007476190476190475,0.07476190476190478
201312,2370.8695000000002,2374.5286818181817,2391.5054999999998,2355.7102727272727,61177819.72727273,-0.0020211119297245898,-0.0018045454545454547,-0.18045454545454545
201401,2224.045095238095,2226.8816190476186,2240.8952380952383,2210.713523809524,53272980.71428572,-0.0026249159831484227,-0.0022476190476190478,-0.22476190476190475
201402,2247.2081875,2247.439,2264.8053125,2227.254875,84806840.1875,-0.0005881263562885278,-0.0005500000000000001,-0.05499999999999998
201403,2147.056476190476,2146.101761904762,2164.08,2129.199714285714,69617696.28571428,-0.0006432975781695312,-0.000523809523809524,-0.052380952380952396
201404,2203.9846666666667,2201.30180952381,2218.6164761904765,2188.488,62087789.0,0.00032451840598065235,-9.52380952380954e-05,-0.00952380952380953
201405,2148.4085999999998,2148.60425,2161.62505,2136.24165,47138642.05,-1.894408242029133e-05,-0.00011999999999999988,-0.011999999999999983
201406,2150.5817500000003,2148.82985,2160.69365,2139.03555,45965792.45,0.00022898571386433808,0.00037500000000000006,0.0375
201407,2204.838173913043,2196.0892173913044,2212.2804347826086,2189.1457826086953,79896237.3478261,0.0036099184210310643,0.003234782608695652,0.3234782608695652
201408,2350.1553333333336,2350.9094285714286,2363.683095238095,2335.529761904762,98328348.66666667,-0.00020526165793540878,0.0005761904761904761,0.05761904761904762
201409,2419.9962380952384,2415.1335714285715,2430.309523809524,2402.257476190476,118808690.28571428,0.002284337212441579,0.0024714285714285715,0.2471428571428571
201410,2443.6744444444444,2439.266777777778,2456.3315,2424.7458333333334,128377550.77777778,0.0013274582107427354,0.0008055555555555555,0.08055555555555557
201411,2590.21655,2580.58665,2603.6097999999997,2563.2769,208038103.95,0.005729572134461231,0.00584,0.584
201412,3247.2260869565216,3219.4580869565216,3294.52147826087,3172.8503913043473,402153964.65217394,0.010284435994080398,0.011430434782608696,1.1430434782608696
201501,3543.2856,3534.478,3590.358,3497.1252999999997,283681046.75,-0.0011356366623361258,-0.003825,-0.38249999999999995
201502,3440.7934,3436.635,3474.348,3408.4754666666663,186966744.26666668,0.002738247411461366,0.0048200000000000005,0.48200000000000004
201503,3745.2783636363633,3731.9372272727273,3770.8967727272725,3700.334272727273,311071955.6818182,0.00581594690507323,0.006263636363636364,0.6263636363636363
201504,4491.864619047619,4469.791571428572,4526.345714285714,4423.640476190476,455000643.61904764,0.007703406189327279,0.007228571428571428,0.7228571428571429
201505,4772.4655,4776.5329,4833.69845,4698.69615,386726221.65,0.0012459496231097434,0.0032700000000000008,0.32699999999999996
201506,4989.596714285714,5007.442047619047,5078.194380952381,4857.151666666667,452290298.8095238,-0.0031679766274118138,-0.007828571428571428,-0.7828571428571427
201507,4016.6713913043477,4021.885391304348,4127.8351304347825,3908.142086956522,414248003.8695652,-0.0061645564302811465,-0.003891304347826087,-0.3891304347826086
201508,3718.965380952381,3716.7661428571423,3787.8886190476187,3647.5331428571426,254295326.6190476,-0.005253046194539949,-0.005466666666666666,-0.5466666666666666
201509,3284.9584999999997,3269.7209,3329.7131,3223.6338,158677010.4,-0.002266507343345736,-0.000745,-0.07450000000000001
201510,3494.8050588235296,3483.639176470588,3525.4322352941176,3447.115294117647,178841640.52941176,0.005925175511698322,0.003241176470588235,0.3241176470588235
201511,3717.9643333333333,3709.7608571428573,3759.001619047619,3673.2522857142853,209253923.0,0.0006097337691094546,0.0017238095238095237,0.1723809523809524
201512,3730.242217391304,3718.823086956522,3758.110043478261,3691.2435217391303,146021192.7826087,0.0020727638713070114,-0.00128695652173913,-0.12869565217391307
201601,3178.528695,3204.13005,3252.7236000000003,3129.2129,122499499.35,-0.011233811514662507,-0.008485,-0.8484999999999999
201602,2998.37125,2999.4529375,3028.3585,2961.21125,106647781.6875,-0.001249961667506863,0.0008624999999999993,0.08624999999999992
201603,3122.058565217391,3105.5298260869567,3142.6530869565213,3084.1339565217395,133198916.43478261,0.004974789318688946,0.00422608695652174,0.42260869565217396
201604,3210.23065,3212.03865,3229.7096,3185.90225,103044367.7,-0.0009249801831066606,-9.000000000000015e-05,-0.009000000000000008
201605,3100.616595238095,3095.017938095238,3118.056919047619,3075.4993904761905,75504738.0,0.00025926898314833027,-0.0007380952380952379,-0.07380952380952381
201606,3130.50995,3126.8159,3147.9062,3109.01805,84343780.35,-0.00020124037026019725,-5.499999999999996e-05,-0.005499999999999987
201607,3231.7648095238096,3225.4476666666665,3247.3908095238094,3209.4679523809527,110531628.14285715,0.00078139000596732,0.0003761904761904764,0.03761904761904765
201608,3290.1822173913047,3282.9079565217394,3305.7901304347824,3268.532304347826,103167189.73913044,0.0016855361092641022,0.001708695652173913,0.1708695652173913
201609,3279.0817,3280.64885,3292.5771999999997,3267.3524,72046803.55,-0.0011070853847094553,-8.499999999999983e-05,-0.008499999999999997
201610,3323.9156875,3318.14325,3333.5477499999997,3307.624625,92747219.6875,0.0015931503881816758,0.00124375,0.12437499999999997
201611,3430.6966363636366,3421.6105,3444.6253636363635,3410.0315909090914,144852499.86363637,0.0026875722758587365,0.0027045454545454543,0.27045454545454545
201612,3386.8245454545454,3391.433809090909,3405.917781818182,3371.2281636363637,115298033.5,-0.0029906683583703327,-0.0029,-0.29
201701,3348.996727777778,3342.5926666666664,3359.454727777778,3332.9794555555554,81732984.44444445,0.0013034272973679996,0.0003722222222222221,0.037222222222222205
201702,3430.1554055555553,3426.7591333333335,3441.2808111111112,3414.601088888889,98273049.1111111,0.0010691209647133006,0.0015444444444444444,0.15444444444444444
201703,3454.5470739130433,3453.4592347826083,3466.4193478260872,3439.6898913043483,92828163.08695652,5.3387364358033025e-05,0.000591304347826087,0.05913043478260869
201704,3477.175822222222,3475.790872222222,3488.048811111111,3456.9241333333334,127178998.6111111,-0.0002489310362196955,-0.001227777777777778,-0.12277777777777778
201705,3408.8029300000003,3398.867975,3420.3045100000004,3386.6098749999996,98503684.6,0.000785022163454846,0.0010599999999999997,0.10599999999999998
201706,3571.925004545454,3561.2631045454546,3583.085181818182,3549.7563727272723,91815930.36363636,0.002232911471312811,0.0019772727272727273,0.19772727272727275
201707,3690.3434,3682.121261904762,3704.9924666666666,3662.750661904762,124525978.85714285,0.0009350515063562204,0.0015619047619047617,0.15619047619047616
201708,3747.021730434783,3741.2219521739135,3762.6819391304343,3727.6548652173915,127815316.86956522,0.0009965761712155807,0.000717391304347826,0.07173913043478261
201709,3834.190680952381,3832.467057142857,3847.8090857142856,3821.9785904761907,114157391.71428572,0.00018275745061438343,0.0006476190476190477,0.06476190476190477
201710,3943.3304352941177,3935.9626352941173,3954.1914882352944,3923.0004529411767,106289787.94117647,0.0025652724670281292,0.0017235294117647058,0.1723529411764706
201711,4081.167668181818,4074.213286363636,4101.226645454545,4047.161036363636,140619982.4090909,3.827937221864949e-05,5.909090909090913e-05,0.005909090909090892
201712,4023.796052380952,4019.297557142857,4045.5994,3996.0885333333335,94538899.95238096,0.00032990793722698086,0.0010952380952380953,0.10952380952380954
