指标名称,中证国债到期收益率:2年
2008/11/10,2.4632
2008/11/11,2.4343
2008/11/12,2.4032
2008/11/13,2.364
2008/11/14,2.3299
2008/11/17,2.3119
2008/11/18,2.2758
2008/11/19,2.2683
2008/11/20,2.2794
2008/11/21,2.2546
2008/11/24,2.2571
2008/11/25,2.2793
2008/11/26,2.285
2008/11/27,1.9901
2008/11/28,2.0208
2008/12/1,2.07
2008/12/2,1.9718
2008/12/3,1.9316
2008/12/4,1.8108
2008/12/5,1.6778
2008/12/8,1.5821
2008/12/9,1.5838
2008/12/10,1.5405
2008/12/11,1.551
2008/12/12,1.525
2008/12/15,1.4699
2008/12/16,1.4492
2008/12/17,1.3034
2008/12/18,1.2511
2008/12/19,1.1977
2008/12/22,1.1446
2008/12/23,1.1561
2008/12/24,0.926
2008/12/25,1.1338
2008/12/26,1.1363
2008/12/29,1.1774
2008/12/30,1.0906
2008/12/31,1.128
2009/1/5,0.9116
2009/1/6,1.0917
2009/1/7,1.0857
2009/1/8,0.9362
2009/1/9,1.0945
2009/1/12,1.0053
2009/1/13,1.0392
2009/1/14,1.1334
2009/1/15,1.2473
2009/1/16,1.317
2009/1/19,1.3426
2009/1/20,1.4513
2009/1/21,1.579
2009/1/22,1.4691
2009/1/23,1.4252
2009/2/2,1.4361
2009/2/3,1.5099
2009/2/4,1.611
2009/2/5,1.7143
2009/2/6,1.6768
2009/2/9,1.6452
2009/2/10,1.6625
2009/2/11,1.5963
2009/2/12,1.5562
2009/2/13,1.5531
2009/2/16,1.5495
2009/2/17,1.5684
2009/2/18,1.5634
2009/2/19,1.5345
2009/2/20,1.5207
2009/2/23,1.5072
2009/2/24,1.4945
2009/2/25,1.4641
2009/2/26,1.4827
2009/2/27,1.4877
2009/3/2,1.4907
2009/3/3,1.4842
2009/3/4,1.5258
2009/3/5,1.5006
2009/3/6,1.4889
2009/3/9,1.4842
2009/3/10,1.4734
2009/3/11,1.4624
2009/3/12,1.4801
2009/3/13,1.4733
2009/3/16,1.4405
2009/3/17,1.4711
2009/3/18,1.468
2009/3/19,1.4475
2009/3/20,1.4606
2009/3/23,1.4719
2009/3/24,1.4866
2009/3/25,1.4943
2009/3/26,1.4365
2009/3/27,1.4518
2009/3/30,1.4722
2009/3/31,1.4674
2009/4/1,1.4717
2009/4/2,1.5068
2009/4/3,1.4818
2009/4/7,1.5097
2009/4/8,1.5345
2009/4/9,1.5351
2009/4/10,1.5442
2009/4/13,1.5743
2009/4/14,1.5621
2009/4/15,1.5903
2009/4/16,1.5775
2009/4/17,1.5726
2009/4/20,1.5696
2009/4/21,1.5437
2009/4/22,1.5642
2009/4/23,1.5847
2009/4/24,1.5878
2009/4/27,1.578
2009/4/28,1.5548
2009/4/29,1.5954
2009/4/30,1.5881
2009/5/4,1.5808
2009/5/5,1.6069
2009/5/6,1.5667
2009/5/7,1.5482
2009/5/8,1.5256
2009/5/11,1.5233
2009/5/12,1.5228
2009/5/13,1.5086
2009/5/14,1.4382
2009/5/15,1.5092
2009/5/18,1.4787
2009/5/19,1.4697
2009/5/20,1.4419
2009/5/21,1.4488
2009/5/22,1.472
2009/5/25,1.4995
2009/5/26,1.5537
2009/5/27,1.4933
2009/6/1,1.4952
2009/6/2,1.55
2009/6/3,1.5419
2009/6/4,1.5402
2009/6/5,1.5144
2009/6/8,1.5142
2009/6/9,1.5431
2009/6/10,1.541
2009/6/11,1.5433
2009/6/12,1.5708
2009/6/15,1.5736
2009/6/16,1.5815
2009/6/17,1.5914
2009/6/18,1.5833
2009/6/19,1.5553
2009/6/22,1.5749
2009/6/23,1.5663
2009/6/24,1.5911
2009/6/25,1.6745
2009/6/26,1.6757
2009/6/29,1.6306
2009/6/30,1.583
2009/7/1,1.5685
2009/7/2,1.634
2009/7/3,1.6254
2009/7/6,1.6309
2009/7/7,1.6358
2009/7/8,1.5974
2009/7/9,1.6974
2009/7/10,1.7704
2009/7/13,1.7831
2009/7/14,1.8065
2009/7/15,1.8671
2009/7/16,2.0021
2009/7/17,2.0196
2009/7/20,2.0954
2009/7/21,2.0499
2009/7/22,2.0384
2009/7/23,2.0336
2009/7/24,2.0235
2009/7/27,2.0473
2009/7/28,2.0497
2009/7/29,1.9901
2009/7/30,2.0651
2009/7/31,2.0607
2009/8/3,2.0723
2009/8/4,2.1215
2009/8/5,2.1028
2009/8/6,2.1033
2009/8/7,2.0769
2009/8/10,2.1152
2009/8/11,2.0932
2009/8/12,2.0985
2009/8/13,2.0976
2009/8/14,2.0567
2009/8/17,2.0698
2009/8/18,2.084
2009/8/19,2.0829
2009/8/20,2.1119
2009/8/21,2.0822
2009/8/24,2.0772
2009/8/25,2.0814
2009/8/26,2.0882
2009/8/27,2.072
2009/8/28,2.0597
2009/8/31,2.0375
2009/9/1,2.0838
2009/9/2,2.0554
2009/9/3,2.0269
2009/9/4,2.0323
2009/9/7,2.0369
2009/9/8,2.0099
2009/9/9,1.9901
2009/9/10,2.0017
2009/9/11,1.989
2009/9/14,2.0045
2009/9/15,1.9845
2009/9/16,1.9843
2009/9/17,2.0091
2009/9/18,2.0378
2009/9/21,1.9803
2009/9/22,1.9852
2009/9/23,1.9744
2009/9/24,1.9696
2009/9/25,1.9717
2009/9/28,1.9419
2009/9/29,1.9592
2009/9/30,1.9742
2009/10/9,1.987
2009/10/12,2.0894
2009/10/13,2.0737
2009/10/14,2.0705
2009/10/15,2.1594
2009/10/16,2.1878
2009/10/19,2.145
2009/10/20,2.1727
2009/10/21,2.1576
2009/10/22,2.2238
2009/10/23,2.1221
2009/10/26,2.1818
2009/10/27,2.13
2009/10/28,2.1456
2009/10/29,2.2136
2009/10/30,2.1498
2009/11/2,2.1206
2009/11/3,2.1421
2009/11/4,2.1734
2009/11/5,2.1593
2009/11/6,2.1766
2009/11/9,2.174
2009/11/10,2.1898
2009/11/11,2.2193
2009/11/12,2.1921
2009/11/13,2.2547
2009/11/16,2.2126
2009/11/17,2.1941
2009/11/18,2.1574
2009/11/19,2.1569
2009/11/20,2.1776
2009/11/23,2.1332
2009/11/24,2.1364
2009/11/25,2.156
2009/11/26,2.0919
2009/11/27,2.1023
2009/11/30,2.1218
2009/12/1,2.0977
2009/12/2,2.1392
2009/12/3,2.0642
2009/12/4,2.0299
2009/12/7,2.075
2009/12/8,2.0893
2009/12/9,2.0593
2009/12/10,2.1097
2009/12/11,2.1244
2009/12/14,2.0789
2009/12/15,2.0898
2009/12/16,2.0917
2009/12/17,2.0926
2009/12/18,2.1326
2009/12/21,2.0877
2009/12/22,2.0835
2009/12/23,2.1458
2009/12/24,2.1113
2009/12/25,2.0842
2009/12/28,2.1096
2009/12/29,2.0528
2009/12/30,2.0841
2009/12/31,2.083
2010/1/4,2.0957
2010/1/5,2.089
2010/1/6,2.1475
2010/1/7,2.1301
2010/1/8,2.0911
2010/1/11,2.1241
2010/1/12,2.1805
2010/1/13,2.2058
2010/1/14,2.1709
2010/1/15,2.2261
2010/1/18,2.2229
2010/1/19,2.1813
2010/1/20,2.196
2010/1/21,2.1522
2010/1/22,2.2084
2010/1/25,2.2168
2010/1/26,2.2019
2010/1/27,2.2185
2010/1/28,2.2041
2010/1/29,2.1767
2010/2/1,2.1541
2010/2/2,2.195
2010/2/3,2.1662
2010/2/4,2.1695
2010/2/5,2.2039
2010/2/8,2.1891
2010/2/9,2.1259
2010/2/10,2.1718
2010/2/11,2.1263
2010/2/12,2.1382
2010/2/20,2.2421
2010/2/21,2.3456
2010/2/22,2.2099
2010/2/23,2.2044
2010/2/24,2.1876
2010/2/25,2.2032
2010/2/26,2.1461
2010/3/1,2.1731
2010/3/2,2.1094
2010/3/3,2.0573
2010/3/4,2.0465
2010/3/5,2.0372
2010/3/8,2.0433
2010/3/9,2.0558
2010/3/10,2.0361
2010/3/11,2.0431
2010/3/12,2.0538
2010/3/15,2.0318
2010/3/16,2.025
2010/3/17,1.9934
2010/3/18,1.9759
2010/3/19,1.9501
2010/3/22,1.9719
2010/3/23,1.9946
2010/3/24,2.0092
2010/3/25,2.0006
2010/3/26,1.9989
2010/3/29,2.0126
2010/3/30,2.0373
2010/3/31,2.054
2010/4/1,2.0332
2010/4/2,2.0687
2010/4/6,2.0238
2010/4/7,2.0551
2010/4/8,2.0843
2010/4/9,2.0892
2010/4/12,2.1413
2010/4/13,2.1185
2010/4/14,2.1418
2010/4/15,2.1452
2010/4/16,2.122
2010/4/19,2.1541
2010/4/20,2.1096
2010/4/21,2.0879
2010/4/22,2.0676
2010/4/23,2.0748
2010/4/26,2.0768
2010/4/27,2.0516
2010/4/28,2.0447
2010/4/29,2.0361
2010/4/30,2.0308
2010/5/4,2.0127
2010/5/5,2.036
2010/5/6,1.995
2010/5/7,2.0055
2010/5/10,1.9965
2010/5/11,1.993
2010/5/12,1.9798
2010/5/13,1.9855
2010/5/14,1.9868
2010/5/17,1.9883
2010/5/18,1.9685
2010/5/19,1.9065
2010/5/20,1.9571
2010/5/21,1.9321
2010/5/24,1.9341
2010/5/25,1.971
2010/5/26,1.9323
2010/5/27,1.9349
2010/5/28,1.9648
2010/5/31,2.0142
2010/6/1,1.9853
2010/6/2,2.0266
2010/6/3,2.0086
2010/6/4,1.9954
2010/6/7,2.0075
2010/6/8,2.0162
2010/6/9,2.0643
2010/6/10,2.0575
2010/6/11,2.0695
2010/6/17,2.0896
2010/6/18,2.092
2010/6/21,2.1487
2010/6/22,2.1913
2010/6/23,2.2019
2010/6/24,2.1614
2010/6/25,2.1891
2010/6/28,2.224
2010/6/29,2.2052
2010/6/30,2.1699
2010/7/1,2.1302
2010/7/2,2.1789
2010/7/5,2.1771
2010/7/6,2.1705
2010/7/7,2.1008
2010/7/8,2.1187
2010/7/9,2.1292
2010/7/12,2.1269
2010/7/13,2.1535
2010/7/14,2.0727
2010/7/15,2.0873
2010/7/16,2.1062
2010/7/19,2.1031
2010/7/20,2.1329
2010/7/21,2.1
2010/7/22,2.1161
2010/7/23,2.0934
2010/7/26,2.1419
2010/7/27,2.1614
2010/7/28,2.1484
2010/7/29,2.1587
2010/7/30,2.1476
2010/8/2,2.1156
2010/8/3,2.1581
2010/8/4,2.1077
2010/8/5,2.0825
2010/8/6,2.1179
2010/8/9,2.1158
2010/8/10,2.1366
2010/8/11,2.0865
2010/8/12,2.1013
2010/8/13,2.0894
2010/8/16,2.1275
2010/8/17,2.0913
2010/8/18,2.1209
2010/8/19,2.1392
2010/8/20,2.1225
2010/8/23,2.1973
2010/8/24,2.2152
2010/8/25,2.1445
2010/8/26,2.149
2010/8/27,2.1532
2010/8/30,2.153
2010/8/31,2.2071
2010/9/1,2.1815
2010/9/2,2.1785
2010/9/3,2.2137
2010/9/6,2.2202
2010/9/7,2.2512
2010/9/8,2.2044
2010/9/9,2.2235
2010/9/10,2.2167
2010/9/13,2.2266
2010/9/14,2.2523
2010/9/15,2.2716
2010/9/16,2.3124
2010/9/17,2.2703
2010/9/20,2.2886
2010/9/21,2.3079
2010/9/27,2.2739
2010/9/28,2.3393
2010/9/29,2.2853
2010/9/30,2.3065
2010/10/8,2.3236
2010/10/11,2.2991
2010/10/12,2.3092
2010/10/13,2.3042
2010/10/14,2.3241
2010/10/15,2.3171
2010/10/18,2.323
2010/10/19,2.3377
2010/10/20,2.3667
2010/10/21,2.2922
2010/10/22,2.3021
2010/10/25,2.3336
2010/10/26,2.3178
2010/10/27,2.3716
2010/10/28,2.3549
2010/10/29,2.3441
2010/11/1,2.3679
2010/11/2,2.3978
2010/11/3,2.4291
2010/11/4,2.4846
2010/11/5,2.5215
2010/11/8,2.4741
2010/11/9,2.5249
2010/11/10,2.5759
2010/11/11,2.7063
2010/11/12,2.7459
2010/11/15,2.7731
2010/11/16,2.7805
2010/11/17,2.7542
2010/11/18,2.8152
2010/11/19,2.6773
2010/11/22,2.8121
2010/11/23,2.868
2010/11/24,2.9721
2010/11/25,2.9769
2010/11/26,3.0678
2010/11/29,3.0848
2010/11/30,3.1203
2010/12/1,3.0954
2010/12/2,3.0798
2010/12/3,2.9724
2010/12/6,3.0185
2010/12/7,2.9657
2010/12/8,2.9693
2010/12/9,2.988
2010/12/10,2.9887
2010/12/13,3.0296
2010/12/14,3.028
2010/12/15,3.0523
2010/12/16,3.0679
2010/12/17,3.0702
2010/12/20,3.0733
2010/12/22,3.1511
2010/12/23,3.1892
2010/12/24,3.2539
2010/12/27,3.3179
2010/12/28,3.3704
2010/12/29,3.4008
2010/12/30,3.3001
2010/12/31,3.3398
2011/1/4,3.3393
2011/1/5,3.2428
2011/1/6,3.2205
2011/1/7,3.1858
2011/1/10,3.1327
2011/1/11,3.1779
2011/1/12,3.134
2011/1/13,3.0899
2011/1/14,3.1112
2011/1/17,3.1331
2011/1/18,3.1451
2011/1/19,3.1551
2011/1/20,3.1724
2011/1/21,3.1878
2011/1/24,3.2471
2011/1/25,3.2578
2011/1/26,3.263
2011/1/27,3.2645
2011/1/28,3.2612
2011/1/31,3.2604
2011/2/1,3.2631
2011/2/9,3.3091
2011/2/10,3.2983
2011/2/11,3.2839
2011/2/14,3.2795
2011/2/15,3.2342
2011/2/16,3.2508
2011/2/17,3.2729
2011/2/18,3.2266
2011/2/21,3.2518
2011/2/22,3.2883
2011/2/23,3.2619
2011/2/24,3.2414
2011/2/25,3.2138
2011/2/28,3.2196
2011/3/1,3.2051
2011/3/2,3.1624
2011/3/3,3.1943
2011/3/4,3.1623
2011/3/7,3.1907
2011/3/8,3.2417
2011/3/9,3.199
2011/3/10,3.2001
2011/3/11,3.1911
2011/3/14,3.1765
2011/3/15,3.1769
2011/3/16,3.1813
2011/3/17,3.1778
2011/3/18,3.1579
2011/3/21,3.1918
2011/3/22,3.1814
2011/3/23,3.171
2011/3/24,3.1515
2011/3/25,3.1565
2011/3/28,3.1611
2011/3/29,3.1629
2011/3/30,3.1786
2011/3/31,3.1614
2011/4/1,3.1594
2011/4/6,3.1455
2011/4/7,3.1388
2011/4/8,3.1465
2011/4/11,3.1393
2011/4/12,3.1315
2011/4/13,3.1006
2011/4/14,3.0927
2011/4/15,3.0789
2011/4/18,3.1043
2011/4/19,3.0844
2011/4/20,3.0792
2011/4/21,3.1051
2011/4/22,3.1026
2011/4/25,3.1055
2011/4/26,3.108
2011/4/27,3.1091
2011/4/28,3.094
2011/4/29,3.087
2011/5/3,3.142
2011/5/4,3.1005
2011/5/5,3.1009
2011/5/6,3.0879
2011/5/9,3.0866
2011/5/10,3.0977
2011/5/11,3.0943
2011/5/12,3.087
2011/5/13,3.1221
2011/5/16,3.1483
2011/5/17,3.1456
2011/5/18,3.1466
2011/5/19,3.1573
2011/5/20,3.1686
2011/5/23,3.1923
2011/5/24,3.1793
2011/5/25,3.1921
2011/5/26,3.178
2011/5/27,3.1707
2011/5/30,3.1688
2011/5/31,3.1745
2011/6/1,3.204
2011/6/2,3.1853
2011/6/3,3.177
2011/6/7,3.1837
2011/6/8,3.2006
2011/6/9,3.1885
2011/6/10,3.2028
2011/6/13,3.2107
2011/6/14,3.2596
2011/6/15,3.4121
2011/6/16,3.4265
2011/6/17,3.4465
2011/6/20,3.4643
2011/6/21,3.5233
2011/6/22,3.5361
2011/6/23,3.5813
2011/6/24,3.5525
2011/6/27,3.4443
2011/6/28,3.5458
2011/6/29,3.4927
2011/6/30,3.4916
2011/7/1,3.4262
2011/7/4,3.4108
2011/7/5,3.4052
2011/7/6,3.4217
2011/7/7,3.4569
2011/7/8,3.4426
2011/7/11,3.4155
2011/7/12,3.4388
2011/7/13,3.4993
2011/7/14,3.4869
2011/7/15,3.4862
2011/7/18,3.5108
2011/7/19,3.6293
2011/7/20,3.5838
2011/7/21,3.6857
2011/7/22,3.7073
2011/7/25,3.7668
2011/7/26,3.7069
2011/7/27,3.7075
2011/7/28,3.7055
2011/7/29,3.7251
2011/8/1,3.7115
2011/8/2,3.7143
2011/8/3,3.7245
2011/8/4,3.7177
2011/8/5,3.6858
2011/8/8,3.6583
2011/8/9,3.6277
2011/8/10,3.6379
2011/8/11,3.5877
2011/8/12,3.5983
2011/8/15,3.5968
2011/8/16,3.6118
2011/8/17,3.63
2011/8/18,3.6263
2011/8/19,3.6215
2011/8/22,3.6424
2011/8/23,3.6461
2011/8/24,3.6445
2011/8/25,3.6831
2011/8/26,3.6872
2011/8/29,3.8534
2011/8/30,3.9487
2011/8/31,3.9109
2011/9/1,3.8875
2011/9/2,3.8972
2011/9/5,3.8701
2011/9/6,3.8498
2011/9/7,3.918
2011/9/8,3.9393
2011/9/9,3.9246
2011/9/13,3.9103
2011/9/14,3.9277
2011/9/15,3.9097
2011/9/16,3.9718
2011/9/19,3.9659
2011/9/20,3.9381
2011/9/21,3.933
2011/9/22,3.9274
2011/9/23,3.8013
2011/9/26,3.7213
2011/9/27,3.7293
2011/9/28,3.7279
2011/9/29,3.6846
2011/9/30,3.7103
2011/10/10,3.4976
2011/10/11,3.4316
2011/10/12,3.3897
2011/10/13,3.3199
2011/10/14,3.2805
2011/10/17,3.3462
2011/10/18,3.3398
2011/10/19,3.3743
2011/10/20,3.3387
2011/10/21,3.3733
2011/10/24,3.3737
2011/10/25,3.4124
2011/10/26,3.4097
2011/10/27,3.4093
2011/10/28,3.3828
2011/10/31,3.3542
2011/11/1,3.3106
2011/11/2,3.2909
2011/11/3,3.2554
2011/11/4,3.2484
2011/11/7,3.2584
2011/11/8,3.2039
2011/11/9,2.9555
2011/11/10,2.9283
2011/11/11,2.933
2011/11/14,2.9418
2011/11/15,2.9516
2011/11/16,2.9546
2011/11/17,2.9535
2011/11/18,2.9738
2011/11/21,2.9852
2011/11/22,2.9782
2011/11/23,2.975
2011/11/24,2.9559
2011/11/25,2.9626
2011/11/28,2.9503
2011/11/29,2.9449
2011/11/30,2.9407
2011/12/1,2.7653
2011/12/2,2.7814
2011/12/5,2.7583
2011/12/6,2.7649
2011/12/7,2.7573
2011/12/8,2.7724
2011/12/9,2.7635
2011/12/12,2.7928
2011/12/13,2.8082
2011/12/14,2.8262
2011/12/15,2.8131
2011/12/16,2.7736
2011/12/19,2.8001
2011/12/20,2.7933
2011/12/21,2.7774
2011/12/22,2.7927
2011/12/23,2.7892
2011/12/26,2.797
2011/12/27,2.8146
2011/12/28,2.8297
2011/12/29,2.828
2011/12/30,2.801
2012/1/4,2.8028
2012/1/5,2.8283
2012/1/6,2.8054
2012/1/9,2.8474
2012/1/10,2.8476
2012/1/11,2.8571
2012/1/12,2.8364
2012/1/13,2.8538
2012/1/16,2.8566
2012/1/17,2.8596
2012/1/18,2.875
2012/1/19,2.8724
2012/1/20,2.8611
2012/1/30,2.849
2012/1/31,2.8452
2012/2/1,2.8482
2012/2/2,2.8654
2012/2/3,2.8635
2012/2/6,2.8696
2012/2/7,2.8761
2012/2/8,2.9309
2012/2/9,2.994
2012/2/10,2.9967
2012/2/13,2.9831
2012/2/14,2.9947
2012/2/15,3.0088
2012/2/16,3.0245
2012/2/17,3.0347
2012/2/20,2.9804
2012/2/21,3.0072
2012/2/22,3.0079
2012/2/23,3.0104
2012/2/24,3.0054
2012/2/27,3.0067
2012/2/28,3.0132
2012/2/29,3.017
2012/3/1,3.0069
2012/3/2,3.0148
2012/3/5,3.0241
2012/3/6,3.0148
2012/3/7,3.012
2012/3/8,2.9639
2012/3/9,2.9678
2012/3/12,2.9496
2012/3/13,2.953
2012/3/14,2.9617
2012/3/15,2.9683
2012/3/16,2.9586
2012/3/19,2.9735
2012/3/20,2.9603
2012/3/21,2.975
2012/3/22,2.9617
2012/3/23,2.9666
2012/3/26,2.9554
2012/3/27,2.9399
2012/3/28,2.931
2012/3/29,2.8541
2012/3/30,2.8533
2012/4/5,2.8732
2012/4/6,2.9004
2012/4/9,2.8883
2012/4/10,2.8881
2012/4/11,2.8885
2012/4/12,2.9096
2012/4/13,2.8961
2012/4/16,2.8983
2012/4/17,2.8813
2012/4/18,2.8798
2012/4/19,2.8636
2012/4/20,2.8578
2012/4/23,2.8752
2012/4/24,2.8841
2012/4/25,2.8905
2012/4/26,2.8966
2012/4/27,2.9052
2012/5/2,2.9056
2012/5/3,2.9063
2012/5/4,2.9102
2012/5/7,2.9072
2012/5/8,2.9056
2012/5/9,2.8998
2012/5/10,2.8475
2012/5/11,2.792
2012/5/14,2.6815
2012/5/15,2.5539
2012/5/16,2.4992
2012/5/17,2.5685
2012/5/18,2.5352
2012/5/21,2.55
2012/5/22,2.567
2012/5/23,2.5621
2012/5/24,2.4686
2012/5/25,2.416
2012/5/28,2.4192
2012/5/29,2.425
2012/5/30,2.4345
2012/5/31,2.4123
2012/6/1,2.3725
2012/6/4,2.353
2012/6/5,2.3758
2012/6/6,2.3761
2012/6/7,2.4061
2012/6/8,2.319
2012/6/11,2.3469
2012/6/12,2.361
2012/6/13,2.3838
2012/6/14,2.4041
2012/6/15,2.3927
2012/6/18,2.4301
2012/6/19,2.4482
2012/6/20,2.4663
2012/6/21,2.4286
2012/6/25,2.4223
2012/6/26,2.4124
2012/6/27,2.3872
2012/6/28,2.3566
2012/6/29,2.3516
2012/7/2,2.3662
2012/7/3,2.3536
2012/7/4,2.3499
2012/7/5,2.3429
2012/7/6,2.2714
2012/7/9,2.2613
2012/7/10,2.2577
2012/7/11,2.2551
2012/7/12,2.2517
2012/7/13,2.2564
2012/7/16,2.2598
2012/7/17,2.2493
2012/7/18,2.2695
2012/7/19,2.3026
2012/7/20,2.2981
2012/7/23,2.3058
2012/7/24,2.2999
2012/7/25,2.3431
2012/7/26,2.3689
2012/7/27,2.3591
2012/7/30,2.3675
2012/7/31,2.3974
2012/8/1,2.3864
2012/8/2,2.3773
2012/8/3,2.404
2012/8/6,2.4622
2012/8/7,2.5969
2012/8/8,2.6268
2012/8/9,2.5912
2012/8/10,2.5801
2012/8/13,2.609
2012/8/14,2.6268
2012/8/15,2.6995
2012/8/16,2.6829
2012/8/17,2.6889
2012/8/20,2.7675
2012/8/21,2.7643
2012/8/22,2.8246
2012/8/23,2.8117
2012/8/24,2.8043
2012/8/27,2.7985
2012/8/28,2.8096
2012/8/29,2.8465
2012/8/30,2.8597
2012/8/31,2.8481
2012/9/3,2.8449
2012/9/4,2.8143
2012/9/5,2.8138
2012/9/6,2.8179
2012/9/7,2.845
2012/9/10,2.8697
2012/9/11,2.8873
2012/9/12,3.0321
2012/9/13,3.0336
2012/9/14,3.1346
2012/9/17,3.0924
2012/9/18,3.0227
2012/9/19,3.0611
2012/9/20,3.0342
2012/9/21,3.0104
2012/9/24,3.0205
2012/9/25,2.987
2012/9/26,2.9295
2012/9/27,2.9307
2012/9/28,2.9383
2012/10/8,2.9481
2012/10/9,2.9533
