指标名称,中证国债到期收益率:2年
2012/10/10,2.954
2012/10/11,2.9406
2012/10/12,2.9312
2012/10/15,2.9435
2012/10/16,2.922
2012/10/17,3.0317
2012/10/18,2.9661
2012/10/19,2.9726
2012/10/22,2.9627
2012/10/23,2.9689
2012/10/24,2.9603
2012/10/25,2.9651
2012/10/26,2.9801
2012/10/29,2.9946
2012/10/30,3.0088
2012/10/31,3.002
2012/11/1,3.0545
2012/11/2,3.0884
2012/11/5,3.0479
2012/11/6,3.0417
2012/11/7,3.042
2012/11/8,3.057
2012/11/9,3.0538
2012/11/12,3.054
2012/11/13,3.0495
2012/11/14,3.0538
2012/11/15,3.0466
2012/11/16,3.0298
2012/11/19,2.9779
2012/11/20,2.9525
2012/11/21,2.9258
2012/11/22,2.9141
2012/11/23,2.9254
2012/11/26,2.9517
2012/11/27,2.9542
2012/11/28,2.9586
2012/11/29,2.9458
2012/11/30,2.9527
2012/12/3,2.97
2012/12/4,2.9766
2012/12/5,3.02
2012/12/6,3.0356
2012/12/7,3.0471
2012/12/10,3.0586
2012/12/11,3.0634
2012/12/12,3.0588
2012/12/13,3.076
2012/12/14,3.0871
2012/12/17,3.0974
2012/12/18,3.0974
2012/12/19,3.107
2012/12/20,3.102
2012/12/21,3.1079
2012/12/24,3.1297
2012/12/25,3.1368
2012/12/26,3.1309
2012/12/27,3.1066
2012/12/28,3.0908
2012/12/31,3.087
2013/1/4,3.1051
2013/1/7,3.0363
2013/1/8,3.034
2013/1/9,3.0179
2013/1/10,3.0172
2013/1/11,2.9936
2013/1/14,3.0192
2013/1/15,2.9715
2013/1/16,2.9952
2013/1/17,2.9984
2013/1/18,2.9478
2013/1/21,2.966
2013/1/22,2.9904
2013/1/23,2.988
2013/1/24,2.9221
2013/1/25,3.0144
2013/1/28,3.0174
2013/1/29,2.9448
2013/1/30,2.9416
2013/1/31,2.9095
2013/2/1,3.0682
2013/2/4,3.0507
2013/2/5,3.0275
2013/2/6,3.0279
2013/2/7,3.0263
2013/2/8,3.0084
2013/2/18,3.0095
2013/2/19,3.0132
2013/2/20,3.0306
2013/2/21,2.992
2013/2/22,3.0064
2013/2/25,3.034
2013/2/26,3.056
2013/2/27,3.0461
2013/2/28,3.0686
2013/3/1,3.0484
2013/3/4,3.0465
2013/3/5,3.0392
2013/3/6,3.0343
2013/3/7,3.0352
2013/3/8,3.0405
2013/3/11,3.0535
2013/3/12,3.0429
2013/3/13,3.0435
2013/3/14,3.0418
2013/3/15,3.0389
2013/3/18,3.0492
2013/3/19,3.041
2013/3/20,3.0492
2013/3/21,3.0451
2013/3/22,3.0452
2013/3/25,3.0495
2013/3/26,3.0516
2013/3/27,3.0533
2013/3/28,3.0568
2013/3/29,3.0528
2013/4/1,3.0195
2013/4/2,2.9868
2013/4/3,2.9496
2013/4/8,2.9522
2013/4/9,2.9771
2013/4/10,2.9923
2013/4/11,2.9753
2013/4/12,2.9759
2013/4/15,2.9555
2013/4/16,2.948
2013/4/17,2.9432
2013/4/18,2.9691
2013/4/19,2.9815
2013/4/22,2.9874
2013/4/23,2.9971
2013/4/24,2.9827
2013/4/25,2.9667
2013/4/26,2.9626
2013/5/2,2.9648
2013/5/3,2.9601
2013/5/6,2.964
2013/5/7,2.9614
2013/5/8,2.968
2013/5/9,2.9737
2013/5/10,2.981
2013/5/13,2.978
2013/5/14,2.9822
2013/5/15,2.9801
2013/5/16,2.9928
2013/5/17,3.004
2013/5/20,3.0052
2013/5/21,3.011
2013/5/22,3.0147
2013/5/23,3.0151
2013/5/24,3.024
2013/5/27,3.0138
2013/5/28,3.024
2013/5/29,3.0265
2013/5/30,3.0421
2013/5/31,3.0567
2013/6/3,3.063
2013/6/4,3.0759
2013/6/5,3.0836
2013/6/6,3.1046
2013/6/7,3.1322
2013/6/13,3.1359
2013/6/14,3.1975
2013/6/17,3.2033
2013/6/18,3.2691
2013/6/19,3.3465
2013/6/20,3.6516
2013/6/21,3.6515
2013/6/24,3.6373
2013/6/25,3.6175
2013/6/26,3.4864
2013/6/27,3.3506
2013/6/28,3.2556
2013/7/1,3.2401
2013/7/2,3.2093
2013/7/3,3.1707
2013/7/4,3.1441
2013/7/5,3.1293
2013/7/8,3.1618
2013/7/9,3.1745
2013/7/10,3.2068
2013/7/11,3.2569
2013/7/12,3.2947
2013/7/15,3.315
2013/7/16,3.3092
2013/7/17,3.3358
2013/7/18,3.3603
2013/7/19,3.4164
2013/7/22,3.4465
2013/7/23,3.5602
2013/7/24,3.6192
2013/7/25,3.5764
2013/7/26,3.5369
2013/7/29,3.5527
2013/7/30,3.5502
2013/7/31,3.5316
2013/8/1,3.5005
2013/8/2,3.478
2013/8/5,3.4747
2013/8/6,3.505
2013/8/7,3.5084
2013/8/8,3.5187
2013/8/9,3.528
2013/8/12,3.537
2013/8/13,3.603
2013/8/14,3.7299
2013/8/15,3.7556
2013/8/16,3.7239
2013/8/19,3.7657
2013/8/20,3.7887
2013/8/21,3.7988
2013/8/22,3.8375
2013/8/23,3.8155
2013/8/26,3.7889
2013/8/27,3.7671
2013/8/28,3.7878
2013/8/29,3.8207
2013/8/30,3.7938
2013/9/2,3.7949
2013/9/3,3.8187
2013/9/4,3.8593
2013/9/5,3.8795
2013/9/6,3.8716
2013/9/9,3.8632
2013/9/10,3.8737
2013/9/11,3.9249
2013/9/12,3.9353
2013/9/13,3.8904
2013/9/16,3.877
2013/9/17,3.8274
2013/9/18,3.8327
2013/9/23,3.8212
2013/9/24,3.8024
2013/9/25,3.8009
2013/9/26,3.7577
2013/9/27,3.7472
2013/9/30,3.7659
2013/10/8,3.7538
2013/10/9,3.7437
2013/10/10,3.7519
2013/10/11,3.7277
2013/10/14,3.722
2013/10/15,3.6949
2013/10/16,3.713
2013/10/17,3.6884
2013/10/18,3.7342
2013/10/21,3.7408
2013/10/22,3.7531
2013/10/23,3.7585
2013/10/24,3.8061
2013/10/25,3.8064
2013/10/28,3.8172
2013/10/29,3.9342
2013/10/30,4.0144
2013/10/31,3.9856
2013/11/1,3.9552
2013/11/4,3.9727
2013/11/5,3.987
2013/11/6,4.0076
2013/11/7,4.0719
2013/11/8,4.1551
2013/11/11,4.2067
2013/11/12,4.2204
2013/11/13,4.3217
2013/11/14,4.3497
2013/11/15,4.4406
2013/11/18,4.4507
2013/11/19,4.4156
2013/11/20,4.4071
2013/11/21,4.3674
2013/11/22,4.2996
2013/11/25,4.2855
2013/11/26,4.2714
2013/11/27,4.2711
2013/11/28,4.2438
2013/11/29,4.1472
2013/12/2,4.2658
2013/12/3,4.2243
2013/12/4,4.2008
2013/12/5,4.27
2013/12/6,4.3006
2013/12/9,4.3746
2013/12/10,4.3827
2013/12/11,4.3674
2013/12/12,4.379
2013/12/13,4.3257
2013/12/16,4.3149
2013/12/17,4.3262
2013/12/18,4.3269
2013/12/19,4.3754
2013/12/20,4.4105
2013/12/23,4.3943
2013/12/24,4.3738
2013/12/25,4.3991
2013/12/26,4.3841
2013/12/27,4.3511
2013/12/30,4.3331
2013/12/31,4.3362
2014/1/2,4.3499
2014/1/3,4.3801
2014/1/6,4.3906
2014/1/7,4.3537
2014/1/8,4.2793
2014/1/9,4.309
2014/1/10,4.2993
2014/1/13,4.3088
2014/1/14,4.2836
2014/1/15,4.2667
2014/1/16,4.2301
2014/1/17,4.1881
2014/1/20,4.211
2014/1/21,4.128
2014/1/22,4.0448
2014/1/23,3.8876
2014/1/24,3.7833
2014/1/27,3.7806
2014/1/28,3.8164
2014/1/29,3.7929
2014/1/30,3.8239
2014/2/7,3.8062
2014/2/10,3.6924
2014/2/11,3.6618
2014/2/12,3.7085
2014/2/13,3.7081
2014/2/14,3.6704
2014/2/17,3.643
2014/2/18,3.6526
2014/2/19,3.634
2014/2/20,3.6518
2014/2/21,3.6851
2014/2/24,3.6679
2014/2/25,3.61
2014/2/26,3.5544
2014/2/27,3.5136
2014/2/28,3.6067
2014/3/3,3.5655
2014/3/4,3.5702
2014/3/5,3.6003
2014/3/6,3.6174
2014/3/7,3.6104
2014/3/10,3.6083
2014/3/11,3.5711
2014/3/12,3.5199
2014/3/13,3.4777
2014/3/14,3.4553
2014/3/17,3.4811
2014/3/18,3.4663
2014/3/19,3.5349
2014/3/20,3.5736
2014/3/21,3.5523
2014/3/24,3.5615
2014/3/25,3.4922
2014/3/26,3.4601
2014/3/27,3.4092
2014/3/28,3.4046
2014/3/31,3.4035
2014/4/1,3.3931
2014/4/2,3.4359
2014/4/3,3.4367
2014/4/4,3.432
2014/4/8,3.4521
2014/4/9,3.5134
2014/4/10,3.5984
2014/4/11,3.6181
2014/4/14,3.664
2014/4/15,3.679
2014/4/16,3.6933
2014/4/17,3.7004
2014/4/18,3.6978
2014/4/21,3.7072
2014/4/22,3.7145
2014/4/23,3.7069
2014/4/24,3.6991
2014/4/25,3.7283
2014/4/28,3.7327
2014/4/29,3.7249
2014/4/30,3.6971
2014/5/5,3.7121
2014/5/6,3.7203
2014/5/7,3.7129
2014/5/8,3.6829
2014/5/9,3.7123
2014/5/12,3.6712
2014/5/13,3.6702
2014/5/14,3.6831
2014/5/15,3.716
2014/5/16,3.6906
2014/5/19,3.7131
2014/5/20,3.7214
2014/5/21,3.6762
2014/5/22,3.6918
2014/5/23,3.6979
2014/5/26,3.7307
2014/5/27,3.7116
2014/5/28,3.6956
2014/5/29,3.6801
2014/5/30,3.6885
2014/6/3,3.6606
2014/6/4,3.6153
2014/6/5,3.5967
2014/6/6,3.5967
2014/6/9,3.6287
2014/6/10,3.5778
2014/6/11,3.5792
2014/6/12,3.6088
2014/6/13,3.5795
2014/6/16,3.5804
2014/6/17,3.597
2014/6/18,3.601
2014/6/19,3.6022
2014/6/20,3.6291
2014/6/23,3.6225
2014/6/24,3.597
2014/6/25,3.5906
2014/6/26,3.6106
2014/6/27,3.5992
2014/6/30,3.5942
2014/7/1,3.6073
2014/7/2,3.6308
2014/7/3,3.678
2014/7/4,3.6831
2014/7/7,3.686
2014/7/8,3.6588
2014/7/9,3.638
2014/7/10,3.6792
2014/7/11,3.7021
2014/7/14,3.6907
2014/7/15,3.7315
2014/7/16,3.7163
2014/7/17,3.8271
2014/7/18,3.8644
2014/7/21,3.9621
2014/7/22,3.9032
2014/7/23,3.8782
2014/7/24,3.8612
2014/7/25,3.8894
2014/7/28,3.8713
2014/7/29,3.8886
2014/7/30,3.8904
2014/7/31,3.8934
2014/8/1,3.8748
2014/8/4,3.8715
2014/8/5,3.8566
2014/8/6,3.8582
2014/8/7,3.8571
2014/8/8,3.8554
2014/8/11,3.8434
2014/8/12,3.8518
2014/8/13,3.8721
2014/8/14,3.8773
2014/8/15,3.873
2014/8/18,3.8881
2014/8/19,3.899
2014/8/20,3.8995
2014/8/21,3.9154
2014/8/22,3.9256
2014/8/25,3.9314
2014/8/26,3.9311
2014/8/27,3.9217
2014/8/28,3.907
2014/8/29,3.9178
2014/9/1,3.9078
2014/9/2,3.913
2014/9/3,3.9128
2014/9/4,3.9096
2014/9/5,3.9205
2014/9/9,3.9222
2014/9/10,3.9375
2014/9/11,3.9421
2014/9/12,3.951
2014/9/15,3.9372
2014/9/16,3.9462
2014/9/17,3.937
2014/9/18,3.9178
2014/9/19,3.8797
2014/9/22,3.8183
2014/9/23,3.822
2014/9/24,3.844
2014/9/25,3.8436
2014/9/26,3.8251
2014/9/29,3.8188
2014/9/30,3.8328
2014/10/8,3.8151
2014/10/9,3.8292
2014/10/10,3.833
2014/10/13,3.8121
2014/10/14,3.7453
2014/10/15,3.6459
2014/10/16,3.5994
2014/10/17,3.6153
2014/10/20,3.5815
2014/10/21,3.5257
2014/10/22,3.5157
2014/10/23,3.524
2014/10/24,3.5054
2014/10/27,3.5133
2014/10/28,3.4896
2014/10/29,3.4464
2014/10/30,3.433
2014/10/31,3.4207
2014/11/3,3.3946
2014/11/4,3.3694
2014/11/5,3.2818
2014/11/6,3.2857
2014/11/7,3.2931
2014/11/10,3.2301
2014/11/11,3.2162
2014/11/12,3.1851
2014/11/13,3.1894
2014/11/14,3.2128
2014/11/17,3.2242
2014/11/18,3.2525
2014/11/19,3.2533
2014/11/20,3.2516
2014/11/21,3.3294
2014/11/24,3.2154
2014/11/25,3.2157
2014/11/26,3.1449
2014/11/27,3.155
2014/11/28,3.1596
2014/12/1,3.1547
2014/12/2,3.1632
2014/12/3,3.191
2014/12/4,3.207
2014/12/5,3.2479
2014/12/8,3.2928
2014/12/9,3.3337
2014/12/10,3.4379
2014/12/11,3.4203
2014/12/12,3.4096
2014/12/15,3.4236
2014/12/16,3.4411
2014/12/17,3.409
2014/12/18,3.4334
2014/12/19,3.4234
2014/12/22,3.4062
2014/12/23,3.4275
2014/12/24,3.4242
2014/12/25,3.3856
2014/12/26,3.3831
2014/12/29,3.4692
2014/12/30,3.4261
2014/12/31,3.3519
2015/1/5,3.347
2015/1/6,3.3669
2015/1/7,3.3729
2015/1/8,3.277
2015/1/9,3.319
2015/1/12,3.3609
2015/1/13,3.3336
2015/1/14,3.3111
2015/1/15,3.2568
2015/1/16,3.2296
2015/1/19,3.2388
2015/1/20,3.2416
2015/1/21,3.2428
2015/1/22,3.2378
2015/1/23,3.2139
2015/1/26,3.2093
2015/1/27,3.1928
2015/1/28,3.1847
2015/1/29,3.2121
2015/1/30,3.2056
2015/2/2,3.2023
2015/2/3,3.2109
2015/2/4,3.2062
2015/2/5,3.1597
2015/2/6,3.1949
2015/2/9,3.1792
2015/2/10,3.159
2015/2/11,3.163
2015/2/12,3.1397
2015/2/13,3.1513
2015/2/16,3.146
2015/2/17,3.1245
2015/2/25,3.1476
2015/2/26,3.1453
2015/2/27,3.159
2015/3/2,3.14
2015/3/3,3.1732
2015/3/4,3.1875
2015/3/5,3.1957
2015/3/6,3.2314
2015/3/9,3.2563
2015/3/10,3.2359
2015/3/11,3.2409
2015/3/12,3.2352
2015/3/13,3.2101
2015/3/16,3.2277
2015/3/17,3.2575
2015/3/18,3.2397
2015/3/19,3.2438
2015/3/20,3.2313
2015/3/23,3.2394
2015/3/24,3.2481
2015/3/25,3.2264
2015/3/26,3.2476
2015/3/27,3.2793
2015/3/30,3.2889
2015/3/31,3.3726
2015/4/1,3.3382
2015/4/2,3.3335
2015/4/3,3.2872
2015/4/7,3.2808
2015/4/8,3.2568
2015/4/9,3.2612
2015/4/10,3.2883
2015/4/13,3.2489
2015/4/14,3.2792
2015/4/15,3.2574
2015/4/16,3.2037
2015/4/17,3.2024
2015/4/20,3.1674
2015/4/21,3.1234
2015/4/22,3.1235
2015/4/23,3.0892
2015/4/24,3.087
2015/4/27,3.1329
2015/4/28,3.0948
2015/4/29,3.0813
2015/4/30,3.0949
2015/5/4,3.0629
2015/5/5,3.0318
2015/5/6,3.0247
2015/5/7,3.0484
2015/5/8,3.002
2015/5/11,2.976
2015/5/12,2.9091
2015/5/13,2.8836
2015/5/14,2.7217
2015/5/15,2.5976
2015/5/18,2.6317
2015/5/20,2.6751
2015/5/21,2.7217
2015/5/22,2.7034
2015/5/25,2.6523
2015/5/26,2.6401
2015/5/27,2.6043
2015/5/28,2.5835
2015/5/29,2.5914
2015/6/1,2.5805
2015/6/2,2.5773
2015/6/3,2.5805
2015/6/4,2.5437
2015/6/5,2.5036
2015/6/8,2.5308
2015/6/9,2.5098
2015/6/10,2.4887
2015/6/11,2.484
2015/6/12,2.5015
2015/6/15,2.4877
2015/6/16,2.4615
2015/6/17,2.4904
2015/6/18,2.5147
2015/6/19,2.4268
2015/6/23,2.4732
2015/6/24,2.3728
2015/6/25,2.4182
2015/6/26,2.3464
2015/6/29,2.4629
2015/6/30,2.481
2015/7/1,2.5404
2015/7/2,2.4602
2015/7/3,2.3609
2015/7/6,2.4161
2015/7/7,2.4762
2015/7/8,2.4167
2015/7/9,2.5421
2015/7/10,2.5028
2015/7/13,2.5428
2015/7/14,2.5501
2015/7/15,2.5561
2015/7/16,2.5482
2015/7/17,2.5667
2015/7/20,2.6147
2015/7/21,2.5906
2015/7/22,2.6124
2015/7/23,2.5748
2015/7/24,2.5238
2015/7/27,2.5312
2015/7/28,2.5362
2015/7/29,2.5295
2015/7/30,2.5123
2015/7/31,2.5968
2015/8/3,2.5558
2015/8/4,2.6239
2015/8/5,2.5746
2015/8/6,2.5523
2015/8/7,2.5519
2015/8/10,2.5233
2015/8/11,2.5285
2015/8/12,2.6312
2015/8/13,2.5478
2015/8/14,2.579
2015/8/17,2.6775
2015/8/18,2.5718
2015/8/20,2.5584
2015/8/21,2.5654
2015/8/24,2.5093
2015/8/25,2.5218
2015/8/26,2.5712
2015/8/27,2.5725
2015/8/28,2.6863
2015/8/31,2.6129
2015/9/1,2.6822
2015/9/2,2.6909
2015/9/7,2.716
2015/9/8,2.636
2015/9/9,2.6661
2015/9/10,2.6555
2015/9/11,2.6292
2015/9/14,2.6668
2015/9/16,2.6273
2015/9/17,2.748
2015/9/18,2.7274
2015/9/21,2.7909
2015/9/22,2.7996
2015/9/23,2.7986
2015/9/24,2.8269
2015/9/25,2.8368
2015/9/28,2.847
2015/9/29,2.819
2015/9/30,2.8565
2015/10/8,2.8479
2015/10/9,2.8151
2015/10/16,2.7635
2015/10/21,2.746
2015/10/22,2.744
2015/10/23,2.7216
2015/10/26,2.7251
2015/10/27,2.697
2015/10/28,2.6715
2015/10/29,2.6173
2015/10/30,2.6703
2015/11/2,2.6805
2015/11/3,2.6952
2015/11/4,2.69
2015/11/5,2.6857
2015/11/6,2.7055
2015/11/9,2.7564
2015/11/10,2.7746
2015/11/11,2.7796
2015/11/12,2.7685
2015/11/13,2.7629
2015/11/16,2.7777
2015/11/17,2.7872
2015/11/18,2.7808
2015/11/19,2.7836
2015/11/20,2.7672
2015/11/23,2.7671
2015/11/24,2.7776
2015/11/25,2.7626
2015/11/26,2.7885
2015/11/27,2.7681
2015/11/30,2.7664
2015/12/1,2.7465
2015/12/2,2.7498
2015/12/3,2.7473
2015/12/4,2.6541
2015/12/7,2.6711
2015/12/8,2.6542
2015/12/9,2.6638
2015/12/10,2.6875
2015/12/11,2.6969
2015/12/14,2.6969
2015/12/15,2.6528
2015/12/16,2.6446
2015/12/17,2.6639
2015/12/18,2.6148
2015/12/21,2.6649
2015/12/22,2.5686
2015/12/23,2.5204
2015/12/24,2.5133
2015/12/25,2.5269
2015/12/28,2.4849
2015/12/29,2.4694
2015/12/30,2.4784
2015/12/31,2.4626
2016/1/4,2.4796
2016/1/5,2.5232
2016/1/6,2.5458
2016/1/7,2.5318
2016/1/8,2.5175
2016/1/11,2.5038
2016/1/12,2.5064
2016/1/13,2.5079
2016/1/14,2.506
2016/1/15,2.4593
2016/1/18,2.5186
2016/1/19,2.467
2016/1/20,2.5202
2016/1/21,2.5391
2016/1/22,2.5264
2016/1/25,2.5205
2016/1/26,2.5828
2016/1/27,2.4587
2016/1/28,2.5546
2016/1/29,2.564
2016/2/1,2.5581
2016/2/2,2.5561
2016/2/3,2.5818
2016/2/4,2.5734
2016/2/5,2.533
2016/2/15,2.5117
2016/2/16,2.5433
2016/2/17,2.5308
2016/2/18,2.5279
2016/2/19,2.5279
2016/2/22,2.5247
2016/2/23,2.5036
2016/2/24,2.5086
2016/2/25,2.5134
2016/2/26,2.5067
2016/2/29,2.4934
2016/3/1,2.4628
2016/3/2,2.4633
2016/3/3,2.4679
2016/3/4,2.498
2016/3/7,2.4765
2016/3/8,2.4758
2016/3/9,2.483
2016/3/10,2.4602
2016/3/11,2.4659
2016/3/14,2.4581
2016/3/15,2.4129
2016/3/16,2.385
2016/3/17,2.3472
2016/3/18,2.3221
2016/3/21,2.3031
2016/3/22,2.2837
2016/3/23,2.2733
2016/3/24,2.273
2016/3/25,2.2573
2016/3/28,2.2668
2016/3/29,2.2645
2016/3/30,2.2692
2016/3/31,2.2222
2016/4/1,2.3118
2016/4/5,2.3057
2016/4/6,2.3054
2016/4/7,2.3048
2016/4/8,2.3215
2016/4/11,2.303
2016/4/12,2.3627
2016/4/13,2.3659
2016/4/14,2.3771
2016/4/15,2.408
2016/4/18,2.378
2016/4/19,2.3762
2016/4/20,2.3974
2016/4/21,2.407
2016/4/22,2.3997
2016/4/25,2.4158
2016/4/26,2.5549
2016/4/27,2.5601
2016/4/28,2.5627
2016/4/29,2.5487
2016/5/3,2.4551
2016/5/4,2.507
2016/5/5,2.5194
2016/5/6,2.5171
2016/5/9,2.5398
2016/5/10,2.5171
2016/5/11,2.5102
2016/5/12,2.4811
2016/5/13,2.4938
2016/5/16,2.4382
2016/5/17,2.4967
2016/5/18,2.5073
2016/5/19,2.5136
2016/5/20,2.4629
2016/5/23,2.4207
2016/5/24,2.4298
2016/5/25,2.4456
2016/5/26,2.4681
2016/5/27,2.4721
2016/5/30,2.3927
2016/5/31,2.5564
2016/6/1,2.4248
2016/6/2,2.4367
2016/6/3,2.4842
2016/6/6,2.4817
2016/6/7,2.4954
2016/6/8,2.5168
2016/6/13,2.5481
2016/6/14,2.5252
2016/6/15,2.472
2016/6/16,2.5203
2016/6/17,2.5263
2016/6/20,2.5228
2016/6/21,2.5238
2016/6/22,2.5396
2016/6/23,2.5308
2016/6/24,2.5177
2016/6/27,2.5235
2016/6/28,2.5456
2016/6/29,2.5323
2016/6/30,2.5225
2016/7/1,2.5154
2016/7/4,2.5248
2016/7/5,2.5164
2016/7/6,2.5039
2016/7/7,2.4742
2016/7/8,2.4696
2016/7/11,2.4681
2016/7/12,2.4721
2016/7/13,2.4286
2016/7/14,2.4654
2016/7/15,2.4669
2016/7/18,2.4475
2016/7/19,2.4357
2016/7/20,2.4099
2016/7/21,2.395
2016/7/22,2.3962
2016/7/25,2.3974
2016/7/26,2.4142
2016/7/27,2.4014
2016/7/28,2.3946
2016/7/29,2.3863
2016/8/1,2.385
2016/8/2,2.3541
2016/8/3,2.3497
2016/8/4,2.3395
2016/8/5,2.3311
2016/8/8,2.3297
2016/8/9,2.2991
2016/8/10,2.2881
2016/8/11,2.2972
2016/8/12,2.288
2016/8/15,2.2637
2016/8/16,2.2515
2016/8/17,2.2549
2016/8/18,2.2435
2016/8/19,2.2625
2016/8/22,2.2681
2016/8/23,2.2792
2016/8/24,2.2828
2016/8/25,2.3016
2016/8/26,2.2843
2016/8/29,2.3065
2016/8/30,2.3041
2016/8/31,2.3136
2016/9/1,2.2923
2016/9/2,2.2925
2016/9/5,2.3011
2016/9/6,2.3143
2016/9/7,2.3218
2016/9/8,2.3331
2016/9/9,2.3332
2016/9/12,2.3316
2016/9/13,2.3324
2016/9/14,2.3404
2016/9/20,2.3373
2016/9/21,2.3349
2016/9/22,2.3112
2016/9/23,2.3192
2016/9/26,2.3075
2016/9/27,2.3162
2016/9/28,2.2915
2016/9/29,2.3162
2016/9/30,2.3175
2016/10/10,2.3012
2016/10/11,2.3181
2016/10/12,2.3403
2016/10/13,2.2997
2016/10/14,2.2882
2016/10/17,2.2899
2016/10/18,2.2805
2016/10/19,2.2723
2016/10/20,2.2508
2016/10/21,2.236
2016/10/24,2.2475
2016/10/25,2.2618
2016/10/26,2.277
2016/10/27,2.2906
2016/10/28,2.2915
2016/10/31,2.286
2016/11/1,2.2925
2016/11/2,2.3052
2016/11/3,2.3042
2016/11/4,2.2958
2016/11/7,2.2934
2016/11/8,2.2869
2016/11/9,2.2795
2016/11/10,2.292
2016/11/11,2.2896
2016/11/14,2.2757
2016/11/15,2.3241
2016/11/16,2.3242
2016/11/17,2.3134
2016/11/18,2.3203
2016/11/21,2.3721
2016/11/22,2.317
2016/11/23,2.3476
2016/11/24,2.3656
2016/11/25,2.3774
2016/11/28,2.3878
2016/11/29,2.4062
2016/11/30,2.381
2016/12/1,2.4192
2016/12/2,2.5341
2016/12/5,2.4948
2016/12/6,2.4843
2016/12/7,2.5677
2016/12/8,2.5854
2016/12/9,2.5905
2016/12/12,2.6416
2016/12/13,2.6488
2016/12/14,2.7434
2016/12/15,2.9912
2016/12/16,2.918
2016/12/19,3.1075
2016/12/20,3.0939
2016/12/21,3.0707
2016/12/22,3.0157
2016/12/23,2.9403
2016/12/26,2.9112
2016/12/27,2.8896
2016/12/28,2.8815
2016/12/29,2.7505
2016/12/30,2.6998
2017/1/3,2.7661
2017/1/4,2.8179
2017/1/5,2.8282
2017/1/6,2.8291
2017/1/9,2.8188
2017/1/10,2.7928
2017/1/11,2.8121
2017/1/12,2.7826
2017/1/13,2.7741
2017/1/16,2.7334
2017/1/17,2.7561
2017/1/18,2.758
2017/1/19,2.7388
2017/1/20,2.7441
2017/1/23,2.7282
2017/1/24,2.7428
2017/1/25,2.7807
2017/1/26,2.8092
2017/2/3,2.7841
2017/2/6,2.881
2017/2/7,2.9128
2017/2/8,2.9366
2017/2/9,2.9551
2017/2/10,2.9527
2017/2/13,2.9349
2017/2/14,2.9355
2017/2/15,2.9143
2017/2/16,2.8823
2017/2/17,2.8765
2017/2/20,2.8091
2017/2/21,2.8454
2017/2/22,2.817
2017/2/23,2.812
2017/2/24,2.8075
2017/2/27,2.824
2017/2/28,2.8311
2017/3/1,2.8371
2017/3/2,2.8128
2017/3/3,2.8695
2017/3/6,2.8821
2017/3/7,2.8732
2017/3/8,2.8938
2017/3/9,2.924
2017/3/10,2.9007
2017/3/13,2.8808
2017/3/14,2.8932
2017/3/15,2.8965
2017/3/16,2.8886
2017/3/17,2.9003
2017/3/20,2.9157
2017/3/21,2.9389
2017/3/22,2.9173
2017/3/23,2.9704
2017/3/24,2.9698
2017/3/27,2.9479
2017/3/28,2.9413
2017/3/29,2.9337
2017/3/30,2.9345
2017/3/31,2.9189
2017/4/5,2.9546
2017/4/6,3.0027
2017/4/7,2.9934
2017/4/10,3.0082
2017/4/11,2.9984
2017/4/12,3.0126
2017/4/13,3.0252
2017/4/14,3.0229
2017/4/17,3.0488
2017/4/18,3.0875
2017/4/19,3.1102
2017/4/20,3.1125
2017/4/21,3.1169
2017/4/24,3.1316
2017/4/25,3.1532
2017/4/26,3.1768
2017/4/27,3.2075
2017/4/28,3.2101
2017/5/2,3.1949
2017/5/3,3.2997
2017/5/4,3.3386
2017/5/5,3.4231
2017/5/8,3.4448
2017/5/9,3.4951
2017/5/10,3.5146
2017/5/11,3.5408
2017/5/12,3.5543
2017/5/15,3.567
2017/5/16,3.5779
2017/5/17,3.5895
2017/5/18,3.6312
2017/5/19,3.6259
2017/5/22,3.6653
2017/5/23,3.6657
2017/5/24,3.6423
2017/5/25,3.6356
2017/5/26,3.5997
2017/5/31,3.5526
2017/6/1,3.5722
2017/6/2,3.5807
2017/6/5,3.5896
2017/6/6,3.5842
2017/6/7,3.6051
2017/6/8,3.6071
2017/6/9,3.6411
2017/6/12,3.6404
2017/6/13,3.5882
2017/6/14,3.583
2017/6/15,3.5814
2017/6/16,3.5959
2017/6/19,3.5443
2017/6/20,3.5148
2017/6/21,3.5011
2017/6/22,3.513
2017/6/23,3.5282
2017/6/26,3.5084
2017/6/27,3.4686
2017/6/28,3.4584
2017/6/29,3.4833
2017/6/30,3.4793
2017/7/3,3.5099
2017/7/4,3.4917
2017/7/5,3.4926
2017/7/6,3.4729
2017/7/7,3.4733
2017/7/10,3.4748
2017/7/11,3.478
2017/7/12,3.4767
2017/7/13,3.4707
2017/7/14,3.4705
2017/7/17,3.4626
2017/7/18,3.4793
2017/7/19,3.4771
2017/7/20,3.4588
2017/7/21,3.46
2017/7/24,3.4516
2017/7/25,3.4538
2017/7/26,3.472
2017/7/27,3.4618
2017/7/28,3.4628
2017/7/31,3.445
2017/8/1,3.4655
2017/8/2,3.4475
2017/8/3,3.4362
2017/8/4,3.4285
2017/8/7,3.4268
2017/8/8,3.4275
2017/8/9,3.4179
2017/8/10,3.3984
2017/8/11,3.4131
2017/8/14,3.4
2017/8/15,3.4035
2017/8/16,3.4045
2017/8/17,3.4088
2017/8/18,3.4084
2017/8/21,3.4269
2017/8/22,3.4086
