指标名称,银行间同业拆借加权利率:1个月:月:平均值,7天回购利率:加权平均:最近1月(B1M):月:平均值,银行间质押式回购加权利率:1个月:月:平均值,活期存款利率(月),定期存款利率:3个月(月),定期存款利率:6个月(月),定期存款利率:1年(整存整取)(月),定期存款利率:3年(整存整取)(月),人民银行对金融机构存款利率:法定准备金(月),人民银行对金融机构存款利率:超额准备金(月),短期贷款利率:6个月(含)(月),短期贷款利率:6个月至1年(含)(月),中长期贷款利率:1至3年(含)(月),中长期贷款利率:5年以上(月),中长期贷款利率:3至5年(含)(月),个人住房公积金贷款利率:5年以下(含5年)(月),个人住房公积金贷款利率:5年以上(月),人民银行对金融机构贷款利率:20天以内(月),人民银行对金融机构贷款利率:3个月以内(月),人民银行对金融机构贷款利率:6个月以内(月),人民银行对金融机构贷款利率:1年(月),人民银行对金融机构贷款利率:再贴现利率(月),中债国债到期收益率:1个月:月:平均值,中债国债到期收益率:1年:月:平均值,中债国债到期收益率:5年:月:平均值,中债国债到期收益率:10年:月:平均值,中债国债到期收益率:3个月:月:平均值,中债国债到期收益率:6个月:月:平均值,平均汇率:美元兑人民币,平均汇率:欧元兑人民币,平均汇率:港元兑人民币,平均汇率:100日元兑人民币,人民币:实际有效汇率指数,人民币:名义有效汇率指数,中间价:英镑兑人民币:月:平均值,中间价:澳元兑人民币:月:平均值,中间价:加元兑人民币:月:平均值,中间价:新西兰元兑人民币:月:平均值,中间价:新加坡元兑人民币:月:平均值,人民币存款准备金率:中小型存款类金融机构(月),人民币存款准备金率:大型存款类金融机构(月),银行间同业拆借:加权平均利率:当月值,银行间同业拆借:加权平均利率:30天:当月值,银行间同业拆借:成交金额:30天:当月值,银行间同业拆借:加权平均利率:7天:当月值,银行间同业拆借:加权平均利率:14天:当月值,银行间同业拆借:加权平均利率:21天:当月值,银行间同业拆借:加权平均利率:60天:当月值,银行间同业拆借:加权平均利率:90天:当月值,银行间债券质押式回购:加权平均利率:当月值,银行间债券质押式回购:加权平均利率:21天:当月值,银行间债券质押式回购:加权平均利率:合计,金融机构:各项贷款余额,金融机构:各项贷款余额:同比,金融机构:本外币贷款余额:初值:同比,金融机构:新增人民币贷款:当月值,金融机构:各项存款余额,金融机构:各项存款余额:同比,货币当局:国外资产,货币当局:对政府债权,货币当局:对其他存款性公司债权,货币当局:对其他金融性公司债权,货币当局:其他资产,货币当局:总资产,货币当局:储备货币(基础货币),货币当局:储备货币:货币发行,货币当局:储备货币:其他存款性公司存款,货币当局:国外负债,货币当局:政府存款,货币当局:自有资金,货币当局:其他负债,货币当局:总负债,M0,M0:同比,M1,M1:同比,M2,M2:同比,现金净投放:当月值,货币乘数,国外净资产,国内信贷,货币和准货币(M2),货币(M1),准货币,债券,实收资本,货币乘数.1,基础货币余额:月:均值,基础货币余额:同比:月:均值,出口价格指数(HS2):总指数,进口价格指数(HS2):总指数,出口价格指数(BEC):食品和饮料,出口价格指数(BEC):加工品,出口价格指数(BEC):未列名的工业供应品,出口价格指数(BEC):燃料和润滑油,出口价格指数(BEC):资本货品(运输设备除外)及其零件和附件,出口价格指数(BEC):运输设备及其零件和附件,出口价格指数(BEC):未列名的消费品,进口价格指数(BEC):食品和饮料,进口价格指数(BEC):加工品,进口价格指数(BEC):未列名的工业供应品,进口价格指数(BEC):燃料和润滑油,进口价格指数(BEC):资本货品(运输设备除外)及其零件和附件,进口价格指数(BEC):运输设备及其零件和附件,进口价格指数(BEC):未列名的消费品,进口价格指数(BEC):未列名的消费品:耐用品,进口价格指数(BEC):未列名的消费品:非耐用品,出口价格指数(BEC):未列名的消费品:耐用品,出口价格指数(BEC):未列名的消费品:非耐用品,实际使用外资金额:外商直接投资:当月同比,CPI:当月同比,CPI:食品:当月同比,CPI:非食品:当月同比,CPI:消费品:当月同比,CPI:服务:当月同比,CPI:衣着:当月同比,CPI:居住:当月同比,CPI:生活用品及服务:当月同比,CPI:交通和通信:当月同比,CPI:教育文化和娱乐:当月同比,CPI:医疗保健:当月同比,CPI:不包括食品和能源(核心CPI):当月同比,PPI:全部工业品:当月同比,PPI:全部工业品:环比,PPI:全部工业品:累计同比,PPI:生产资料:当月同比,PPI:生产资料:采掘工业:当月同比,PPI:生产资料:原材料工业:当月同比,PPI:生产资料:加工工业:当月同比,PPI:生活资料:当月同比,PPI:生活资料:食品类:当月同比,PPI:生活资料:衣着类:当月同比,PPI:生活资料:一般日用品类:当月同比,PPI:生活资料:耐用消费品类:当月同比,RPI:当月同比,RPI:食品:当月同比,RPI:服装、鞋帽:当月同比,RPI:建筑材料及五金电料:当月同比,PPIRM:当月同比,PPIRM:建筑材料类:当月同比,PPIRM:农副产品类:当月同比,PPIRM:燃料、动力类:当月同比,PPIRM:黑色金属材料类:当月同比,PPIRM:有色金属材料类:当月同比,PPIRM:木材及纸浆类:当月同比,PPIRM:化工原料类:当月同比,CGPI:当月同比,CGPI:农产品:当月同比,CGPI:矿产品:当月同比,CGPI:煤油电:当月同比,GDP:现价:当季值:月:均值,GDP:现价:第一产业:当季值:月:均值,GDP:现价:第二产业:当季值:月:均值,GDP:现价:第三产业:当季值:月:均值,GDP:现价:农林牧渔业:当季值:月:均值,GDP:现价:工业:当季值:月:均值,GDP:现价:批发和零售业:当季值:月:均值,GDP:现价:交通运输、仓储和邮政业:当季值:月:均值,GDP:现价:住宿和餐饮业:当季值:月:均值,GDP:现价:金融业:当季值:月:均值,GDP:现价:房地产业:当季值:月:均值,GDP:现价:累计同比:月:均值,GDP:初步核算数:当季同比:月:均值,GDP:现价:其他行业:当季值:月:均值,社会融资规模:当月值,社会融资规模:累计值,社会融资规模:当月值.1,沪深股市:股票总市值(A、B股),沪深股市:股票流通市值(A、B股),沪深股市:股票成交金额:当月值,上证所:上市A股总数,上证所:股票总股本,上证所:股票总市值,上证所:股票流通股本,上证所:股票流通市值,上证所:平均市盈率,上证所:A股平均市盈率,上证综合指数:月:平均值,上证A股指数:月:平均值,换手率:上证综合指数:月:平均值,成交量:上证综合指数:月:平均值,涨跌幅:上证综合指数:月:平均值,成交金额:上证综合指数:月:平均值,万得全A:月:平均值,成交金额:万得全A:月:平均值,成交量:万得全A:月:平均值,静态市盈率:万得全A:月:平均值,滚动市盈率(TTM):万得全A:月:平均值,市净率:万得全A:月:平均值,Wind行业指数:工业:月:平均值,中债国债到期收益率:1个月,中债国债到期收益率:1年
2010-08-31 00:00:00,2.11295,1.750595455,2.153257143,0.36,1.71,1.98,2.25,3.33,1.62,0.72,4.86,5.31,5.4,5.94,5.76,3.33,3.87,2.79,3.06,3.24,3.33,1.8,1.349736364,1.917695455,2.624513636,3.2576,1.562068182,1.813895455,6.7901,8.7624,0.8739,7.9418,80.03,85.72,10.63505455,6.108634091,6.531293182,4.85275,5.004361364,15,17,1.62,2.11,166.75,1.92,1.82,2.08,2.1,2.49,1.66,2.01,1.66,456818.62,18.6,18.9,5452,686463.53,19.6,202533.93,15583.11,9090.85,11472.87,7398.73,246123.45,154473.8,43541.38,110766.4,716.1,34861.33,219.75,8036.39,246123.45,39922.76,16,244340.64,21.9,687506.92,19.2,380,4.45,212891.42,550585.21,687506.92,244340.64,443166.28,57407.21,24895.85,4.45,53773.44667,6.966666667,106.5,110.5,111.7,107.7214286,109.5785714,125.1535714,97.78571429,100.125,106.8357143,101.7,115.9,125,114.6,102.7,103.6,101.8,96.5,97.9,106.125,108.075,1.38,3.5,7.5,1.5,3.8,2.4,-1.2,4.4,0.4,-0.6,1.2,3.3,,4.32,0.4,5.64,4.99,14.77,7.8,2.45,2.17,4,1.72,2.2,-0.36,0.03,0.079,-0.014,0.03,7.47,4.3,10.05,10.22,6.45,16.63,4.13,5.91,6,13.9,11.2,8,35321.23333,3877.933333,16302.13333,15141.16667,3985.666667,13931.93333,3000.5,1617.933333,652.2333333,2173.2,1874.4,7.78,3.2,5651.433333,10646,99025,10646,235121.36,148750.33,47370.87,874,21150.75,163401.11,13234,106614.6,19.85,19.85,2636.217909,2762.465227,0.811309091,109.5221821,0.010153045,1124.737047,2513.4512,215614841.5,183293054.9,22.96202258,20.08226774,2.735580645,2677.757636,1.4524,1.71
2010-09-30 00:00:00,3.13686,2.269327273,3.131059091,0.36,1.71,1.98,2.25,3.33,1.62,0.72,4.86,5.31,5.4,5.94,5.76,3.33,3.87,2.79,3.06,3.24,3.33,1.8,1.556945455,1.923727273,2.705963636,3.308831818,1.7775,1.852695455,6.7462,8.7692,0.8685,7.9954,80.02,85.42,10.48237895,6.291789474,6.514784211,4.894231579,5.046973684,15,17,1.9,3.0992,266.31,2.4832,2.8402,3.1965,2.6689,2.6498,1.98,3.1298,1.98,462822.64,18.5,18.7,5955,701024.48,20,204810.61,15551.85,9136.4,11465.79,7675.26,248683.87,161320.34,46219.81,114945.69,715.7,32458.79,219.75,9324.5,248683.87,41854.41,13.78,243821.9,20.87,696471.5,18.96,1934,4.32,215974.12,559825.36,696471.5,243821.9,452649.59,58304.82,25393.57,4.32,53773.44667,6.966666667,104.9,109.5,113.2,109.2,112.6,114.3,99.2,103.7,108.7,104.5,113.2,125.5,108.9,102.5,101.4,100.7,99.5,99.8,107.9,111.1,6.14,3.6,8,1.4,4,2.5,-1.5,4.3,0.4,-0.7,1.2,3.4,,4.33,0.6,5.5,4.9,10.43,7.05,3.21,2.46,4.72,1.8,2.1,-0.17,0.03,0.084,-0.018,0.039,7.1,4.25,10.65,8.25,7.44,14.83,4.09,6.01,6.1,12,11.4,6.4,35321.23333,3877.933333,16302.13333,15141.16667,3985.666667,13931.93333,3000.5,1617.933333,652.2333333,2173.2,1874.4,7.78,3.2,5651.433333,11224,110600,11224,238740.36,152413.1,44180.05,875,21305.8,165191.88,13334.39,109114.58,20.01,20,2645.259789,2771.362947,0.813857895,107.6453177,0.038319263,1236.718654,2565.634284,232767001.7,181794829.1,23.26539333,19.31290667,2.721636667,2791.177684,1.4624,1.72
2010-10-31 00:00:00,2.67404,2.221105882,2.588742857,0.36,1.91,2.2,2.5,3.85,1.62,0.72,5.1,5.56,5.6,6.14,5.96,3.5,4.05,2.79,3.06,3.24,3.33,1.8,1.513323529,1.994482353,2.933317647,3.525082353,1.828070588,1.894464706,6.6732,9.2909,0.86,8.1884,78.83,83.82,10.57415,6.55515625,6.54380625,5.012371875,5.1204375,15,17,1.68,2.6073,79.85,2.0623,2.2634,2.38,2.6234,2.8081,1.69,2.1109,1.69,468699.94,19.3,19.1,5877,702793.71,19.8,210087.98,15551.85,9120.95,11443.54,7440.32,253688.6,166138.28,45449.35,120507.01,701.69,34977.39,219.75,9318.36,253688.6,41646.21,16.6,253313.17,22.1,699776.74,19.3,-208,4.21,219811.74,563938.27,699776.74,253313.17,446463.57,58447.43,25600.78,4.21,61770.36,9.566666667,104.8,110.4,113.9,108.1,111.8,112.8,102.7,97.2,109.5,108.7,118.3,124.8,112.9,102.4,104.4,99.7,95.1,102.5,105.4,113.2,7.86,4.4,10.1,1.6,5,2.5,-1.3,4.9,0.5,-0.5,0.9,3.7,,5.04,0.7,5.45,5.8,11.81,8.49,3.79,2.58,5.29,1.8,2.22,-0.66,0.039,0.105,-0.017,0.045,8.09,4.68,12.59,8.85,9.04,15.8,4.27,7.24,7.8,15.6,10.8,7.3,39768.93333,4728.466667,18644.53333,16395.93333,4865.533333,15633.83333,3333.866667,1655.366667,723.9,2248.933333,2263.033333,6.226666667,3.266666667,5962.233333,8608,118857,8608,270133.59,175984.86,62837.86,878,21454.4,187015.42,13585.78,126904.53,22.61,22.61,2942.517563,3083.179813,1.365625,185.6343377,0.730328875,2302.639232,2822.708675,393716170,293198712,25.28513226,20.83728065,2.920480645,3056.880619,1.4424,1.7
2010-11-30 00:00:00,3.053061538,1.906,2.909305263,0.36,1.91,2.2,2.5,3.85,1.62,0.72,5.1,5.56,5.6,6.14,5.96,3.5,4.05,2.79,3.06,3.24,3.33,1.8,1.692236364,2.321718182,3.5566,3.891709091,2.0872,2.163559091,6.6558,9.1078,0.8583,8.0725,80.36,84.49,10.63169091,6.5857,6.573025,5.138102273,5.126636364,16,18,1.76,2.8921,47.37,2.0582,2.2229,3.2697,2.7202,3.2219,1.81,2.6184,1.81,474389.23,19.8,19.4,5640,708784.3,19.6,212733.8,15421.11,9318.35,11392.71,7543.82,256453.74,171774.25,46126,125462.08,718.37,33190.77,219.75,7994.1,256453.74,42252.16,16.3,259420.32,22.1,710339.03,19.5,607,4.14,222710.63,571200.87,710339.02,259420.32,450918.7,59296.66,26067.92,4.14,61770.36,9.566666667,107.6,108.9,116.6,112.6,115.2,108.8,105.8,102.8,111.6,115.3,118.8,125.1,111,101.7,102.6,95.4,101.2,100.8,107.9,113.7,38.17,5.1,11.7,1.9,5.9,2.6,-0.7,5.8,0.7,-0.7,0.6,4,,6.06,1.4,5.51,6.94,14.58,9.79,4.66,3.25,6.17,2.71,3.06,-0.67,0.047,0.123,-0.01,0.054,9.7,5.66,15.87,9.76,10.73,16.51,4.73,9.79,8.6,17.9,12.8,7.4,39768.93333,4728.466667,18644.53333,16395.93333,4865.533333,15633.83333,3333.866667,1655.366667,723.9,2248.933333,2263.033333,6.226666667,3.266666667,5962.233333,10554,129411,10554,264315.58,190075.2,82570.13,880,21827.77,178723.83,15619.83,140139.04,21.52,21.51,2973.674409,3114.787409,1.083781818,160.6364503,-0.231693045,2081.351932,2886.283568,375193656,259969242.9,26.60878333,20.74586,2.919646667,3187.699545,1.4624,1.71
2010-12-31 00:00:00,4.629147826,3.102913043,4.679243478,0.36,2.25,2.5,2.75,4.15,1.62,0.72,5.35,5.81,5.85,6.4,6.22,3.75,4.3,3.25,3.55,3.75,3.85,2.25,2.627891304,3.0289,3.55693913,3.851578261,2.940713043,2.972373913,6.6515,8.7837,0.8556,7.9809,81.39,85.46,10.37373478,6.597119565,6.589841304,4.990145652,5.087128261,16.5,18.5,2.92,4.2351,208.88,4.5354,4.4786,3.8502,4.9256,4.4763,3.12,4.2649,3.12,479195.55,19.9,19.7,4807,718237.93,20.2,215419.6,15421.11,9485.7,11325.81,7597.67,259274.89,185311.08,48646.02,136480.86,720.08,24277.32,219.75,7592.23,259274.89,44628.17,16.69,266621.54,21.19,725851.79,19.72,2372,3.92,226044.95,587324.02,725851.79,266621.54,459230.25,59105.24,26726.53,3.92,61770.36,9.566666667,104.9,110.1,115.8,112.5,117.6,111.6,98.8,106.1,110.1,117.1,117.9,125.2,111.6,100.5,101.4,99.7,105.9,109.7,105.6,113,15.57,4.6,9.6,2.1,5.1,2.8,0.1,6,1.2,-0.7,0.7,4,,5.93,0.7,5.54,6.67,12.58,8.86,4.91,3.53,5.87,3.34,3.86,-0.27,0.041,0.101,-0.007,0.061,9.47,5.94,15.05,9.14,11.2,15.94,4.56,9.53,7.9,15.2,14.6,5.7,39768.93333,4728.466667,18644.53333,16395.93333,4865.533333,15633.83333,3333.866667,1655.366667,723.9,2248.933333,2263.033333,6.226666667,3.266666667,5962.233333,10780,140191,10780,265422.59,193110.41,49581.77,884,21939.51,179007.24,16031.3,142337.44,21.61,21.6,2845.881,2980.191435,0.579873913,92.15928057,-0.011929,1150.901098,2778.917557,214968756.2,149149743,25.92036774,20.21590968,2.80086129,3113.988178,1.4524,1.7
2011-01-31 00:00:00,5.622628571,4.281366667,5.741671429,0.36,2.25,2.5,2.75,4.15,1.62,0.72,5.35,5.81,5.85,6.4,6.22,3.75,4.3,3.25,3.55,3.75,3.85,2.25,2.882642857,3.037947619,3.536233333,3.935466667,3.016509524,2.985819048,6.6027,8.8127,0.8487,7.9868,81.67,85.28,10.412195,6.559965,6.63869,5.049385,5.123295,17,19,3.7,5.4471,256.59,4.94,7.0307,6.7963,6.5685,4.8406,4.29,7.2832,4.29,483493.87,18.5,18.3,10400,712828.05,17.3,219957.26,15421.11,15912.63,11317.7,6355.1,268988.79,194084.48,63789.4,130295.08,3878.57,26459.78,219.75,4944.5,268988.79,58063.94,42.5,261765.01,13.6,733884.83,17.2,13435.77,3.78,229678.42,594222.53,733884.93,261765.11,472119.82,60197.92,26784.04,3.78,64188.46,9.666666667,111,111.7,112.6,109.9,116.3,110.2,105.5,103.2,110,119.4,119.5,126.2,118.9,95.7,103.4,105.4,107.4,97.8,107.2,111.9,23.4,4.9,10.3,2.6,5,4.6,-0.2,6.8,1.4,-0.1,1,3.2,,6.6,0.87,6.6,7.5,13.7,10,5.8,3.8,6.6,3.8,4.2,-0.8,0.037,0.104,-0.008,0.053,9.68,8.99,15.83,8.74,14.47,12.37,6.76,11.66,8,18.2,12.7,6.2,34823.3,1864.266667,15731.33333,17227.73333,1936.1,14223.43333,3325.1,1621.866667,665.3333333,2601.9,2180.633333,6.51,3.233333333,6685.9,17560,17560,17560,261289.85,192350.94,34699.28,889,22029.7,179868.17,16195.65,143265.27,21.64,21.63,2766.58495,2896.62305,0.53001,86.41365225,-0.02153595,1012.075572,2674.979505,173360546.8,129702935.6,25.27086129,19.64705161,2.688835484,3014.963435,1.4708,1.71
2011-02-28 00:00:00,4.84183,4.99533125,4.62815,0.4,2.6,2.8,3,4.5,1.62,0.72,5.6,6.06,6.1,6.6,6.45,4,4.5,3.25,3.55,3.75,3.85,2.25,2.42358125,3.1113125,3.65914375,4.0369625,2.86595,2.97008125,6.5831,8.9838,0.845,7.9494,82.1,84.91,10.61406,6.62486,6.662036667,4.992906667,5.152616667,17.5,19.5,2.73,4.9785,47.4,3.7007,4.5325,4.9813,5.2997,4.8352,3.02,4.7431,3.02,488870.98,17.7,17.4,5356,726017.64,17.6,222399.56,15421.11,10478.06,11318.01,6408.32,266050.05,191229.92,52493.6,138736.32,4327.78,29133.15,219.75,5174.94,266050.05,47270.24,10.3,259200.5,14.5,736130.86,15.7,-10800,3.85,231522.43,599170.89,736130.96,259200.59,476930.36,61716.38,26809.25,3.85,64188.46,9.666666667,111.4,116.6,113.4,111.1,117.6,116.9,113.3,106.3,110.5,123.7,120.9,126.4,120.3,101.6,112.7,105.3,106.6,88.3,103.3,116.3,32.2,4.944,11,2.3,5.4,3.8,0.4,6.1,1.4,-0.3,0.3,3,,7.23,0.85,6.94,8.21,14.26,10.56,6.59,4.09,7.32,3.89,4.33,-0.8,0.043,0.114,0.001,0.057,10.38,8.59,17.76,8.93,15.78,14.82,6.46,11.93,8.7,19.5,15,6.5,34823.3,1864.266667,15731.33333,17227.73333,1936.1,14223.43333,3325.1,1621.866667,665.3333333,2601.9,2180.633333,6.51,3.233333333,6685.9,6468,24028,6468,276857.72,204864.73,37574.41,891,22067.8,187914.35,16310.61,150547.94,22.57,22.56,2872.0104,3007.202133,0.718306667,117.0994196,0.274694267,1442.416539,2778.560807,251093198.9,180499631.5,25.87468214,20.040575,2.748792857,3215.3129,1.4488,1.69
2011-03-31 00:00:00,3.740526316,2.902347826,3.743886364,0.4,2.6,2.8,3,4.5,1.62,0.72,5.6,6.06,6.1,6.6,6.45,4,4.5,3.25,3.55,3.75,3.85,2.25,1.873243478,2.904826087,3.527852174,3.898165217,2.512247826,2.669930435,6.5662,9.1921,0.8426,8.0326,80.82,84.36,10.61558696,6.63508913,6.72238913,4.865845652,5.175886957,18,20,1.93,3.841,116.61,2.4212,2.7851,2.8338,4.42,4.0808,1.98,2.8845,1.98,494740.7,17.9,17.6,6794,752838.4,19,226277.48,15404.83,9561.47,11318.75,6230.52,268818.05,192565.38,49272.52,143292.86,4579.94,27289.03,219.75,12025.18,268818.05,44845.22,14.8,266255.48,15,758130.88,16.6,-2425.02,3.94,235260.63,611055.84,758130.98,266255.58,491875.4,64385.38,26982.76,3.94,64188.46,9.666666667,107.5,115.5,113.9,111.4,118,123.2,103.4,108.8,112.3,124.7,117.4,126.3,131.6,106.4,113,102.5,105.2,93.4,107.3,112.3,32.9,5.383,11.7,2.7,5.9,4.2,0.8,6.6,1.9,0.1,0.5,3.2,,7.31,0.62,7.06,8.22,16.83,10.5,6.39,4.36,7.97,4.13,4.48,-0.93,0.046,0.118,0.005,0.055,10.53,8.35,19.25,9.89,14.22,13.94,5.95,11.82,9.3,20.2,14.5,8.3,34823.3,1864.266667,15731.33333,17227.73333,1936.1,14223.43333,3325.1,1621.866667,665.3333333,2601.9,2180.633333,6.51,3.233333333,6685.9,18212,41900,18212,277662.18,207838.91,63298.89,895,22133.92,190187.17,16449.86,153516,22.78,22.77,2941.885609,3080.382522,0.779104348,127.8710164,0.03811987,1607.445969,2856.561557,276356627.5,199609981.2,24.98087419,20.37021613,2.818551613,3270.831239,1.4288,1.68
2011-04-30 00:00:00,3.932921429,2.56098,3.694325,0.5,2.85,3.05,3.25,4.75,1.62,0.72,5.85,6.31,6.4,6.8,6.65,4.2,4.7,3.25,3.55,3.75,3.85,2.25,2.00029,2.83236,3.47308,3.89105,2.59985,2.711505,6.5292,9.4444,0.84,7.846,79.9,83.71,10.69440526,6.916855263,6.818978947,5.157981579,5.239734211,18.5,20.5,2.16,4.0311,103.45,3.0091,2.9414,2.7489,4.5326,4.0834,2.22,3.3539,2.22,502170.76,17.5,17.2,7396,756262.39,17.3,229301.15,15404.83,9502.68,11314.14,6217.22,271765.01,193309.49,49450.6,143858.9,5286.84,31588.08,219.75,10835.91,271765.01,45489.03,14.7,266766.91,12.9,757384.56,15.3,644,3.92,237086.97,610891.77,757384.64,266766.99,490617.65,66526.36,27097.81,3.92,67823.29333,10.9,110.9,112.9,114.1,113.1,118.7,124.8,103.2,108.7,114.3,127.8,121,123.1,138.1,98.6,105.2,115.8,111,116.9,107.6,115.1,15.21,5.344,11.5,2.7,5.9,3.9,1.4,6.1,2.1,0.5,0.5,3.2,,6.82,0.55,7,7.49,17.43,9.9,5.46,4.64,8.4,4.5,4.41,-0.64,0.047,0.115,0.011,0.051,10.42,8.63,19.13,11.6,10.88,13.22,4.97,11.74,8.5,16.8,12.3,9.1,39631.96667,3047.766667,18961.33333,17622.86667,3146.966667,16321.53333,3511.533333,1839.366667,653.9666667,2521.966667,2269.966667,6.096666667,3.166666667,6640.7,13673,55913,13673,274637.37,207513.63,45925.31,896,22299.1,189910.29,16702.73,154465.75,22.75,22.74,2995.940053,3137.131579,0.736515789,121.5715831,-0.025964737,1435.61813,2881.828611,243173312.8,191051103.2,19.99133333,19.54965333,2.77946,3199.962089,1.4252,1.7141
2011-05-31 00:00:00,4.294435,3.399214286,4.301266667,0.5,2.85,3.05,3.25,4.75,1.62,0.72,5.85,6.31,6.4,6.8,6.65,4.2,4.7,3.25,3.55,3.75,3.85,2.25,2.451461905,2.95482381,3.426209524,3.839604762,2.742519048,2.853452381,6.4988,9.31,0.8359,8.0084,80.03,83.89,10.61439524,6.935047619,6.710466667,5.167788095,5.24587619,19,21,2.93,4.2544,214.35,3.7198,4.1056,3.9639,4.3477,4.7475,3.03,4.2355,3.03,507686.31,17.1,16.9,5516,767339,17.1,232020.69,15404.83,9485.48,11255.51,6420.62,274612.12,196186.05,48646,147540.05,5284.49,34274.82,219.75,8572.34,274612.12,44602.83,15.4,269289.63,12.7,763409.22,15.1,-894,3.89,239662.27,615916.16,763409.31,269289.72,494119.59,67412.79,27244.7,3.89,67823.29333,10.9,109.4,116.7,115,115.2,117.5,132.1,104.1,108.6,116.2,128.4,123.7,119.5,137.8,102.3,115.8,109.8,111,100.7,107.6,117.3,13.43,5.515,11.7,2.9,6.2,3.9,1.8,6.1,2.5,0.7,0.6,3.2,,6.79,0.34,6.96,7.45,17.1,9.89,5.41,4.6,8.3,4.39,4.36,-0.53,0.049,0.118,0.014,0.055,10.18,9.3,18.37,11.67,9.41,14.47,4.54,11.63,8.8,15.2,10.8,9.6,39631.96667,3047.766667,18961.33333,17622.86667,3146.966667,16321.53333,3511.533333,1839.366667,653.9666667,2521.966667,2269.966667,6.096666667,3.166666667,6640.7,10854,66767,10854,258191.37,196869.65,34072.92,902,22488.19,179410.67,16915.98,146438.41,16.33,16.34,2827.068571,2960.632952,0.504766667,85.00544881,-0.277607619,970.6604323,2715.362019,163290901,134784502.5,18.57230323,17.54309355,2.529809677,2979.682233,1.4069,1.7003
2011-06-30 00:00:00,6.312205,4.888447619,6.467328571,0.5,2.85,3.05,3.25,4.75,1.62,0.72,5.85,6.31,6.4,6.8,6.65,4.2,4.7,3.25,3.55,3.75,3.85,2.25,3.272433333,3.338971429,3.54012381,3.902152381,3.247019048,3.277390476,6.4778,9.3161,0.832,8.0423,80.29,84.04,10.50830476,6.863090476,6.624309524,5.272242857,5.243914286,19.5,21.5,4.56,5.7735,501.9,5.9549,6.3044,6.3472,4.8939,6.1633,4.94,6.3138,4.94,514025.54,16.9,16.8,6339,786432.56,17.6,234697.86,15404.83,9678.04,11253.94,7018.94,278078.61,203469.88,48815.89,154653.99,4866.43,34542.09,219.75,6911.74,278078.61,44477.8,14.4,274662.57,13.1,780820.85,15.9,-117,3.84,243522.61,630497.6,780820.97,274662.68,506158.28,69587.17,27533.08,3.84,67823.29333,10.9,110.9,115.7,113.4,115.2,116.7,130.7,108,111.6,115.6,131.2,127.7,116.5,140.2,107.2,105.3,112,113.5,104.7,104.2,117.3,2.83,6.355,14.4,3,7.4,4,2.1,6.2,2.5,0.9,0.6,3.4,,7.12,-0.03,6.98,7.88,16.74,11.13,5.57,4.65,8.46,4.44,4.23,-0.48,0.058,0.146,0.017,0.059,10.55,9.51,19.76,11.97,8.87,17.24,3.99,12.51,9.5,17.8,12.6,10.9,39631.96667,3047.766667,18961.33333,17622.86667,3146.966667,16321.53333,3511.533333,1839.366667,653.9666667,2521.966667,2269.966667,6.096666667,3.166666667,6640.7,10873,77600,10873,264214.34,200864.79,31386.25,907,22767.55,181250.7,17159.22,147566.44,16.48,16.49,2708.681333,2837.698714,0.454828571,77.47391348,0.037502,881.12898,2619.920867,149932504.8,124959779.4,17.79882667,16.81529667,2.456213333,2839.205729,1.4022,1.7029
2011-07-31 00:00:00,6.21417,5.9754,5.992533333,0.5,3.1,3.3,3.5,5,1.62,0.72,6.1,6.56,6.65,7.05,6.9,4.45,4.9,3.25,3.55,3.75,3.85,2.25,3.145938095,3.5914,3.659561905,3.9717,3.282652381,3.416866667,6.4614,9.2385,0.8296,8.1321,80.54,83.91,10.42580476,6.95187381,6.753945238,5.460552381,5.305114286,19.5,21.5,4.44,6.3143,170.55,5.202,5.8762,6.0478,5.7399,6.0629,4.61,6.0569,4.61,518941.36,16.6,16.7,4926,779731.73,16.3,237238.34,15404.83,9638.4,11248.83,7158.05,280713.44,202490.07,49335.11,153154.95,4894.74,37963.93,219.75,8104.81,280713.44,45183.1,14.3,270545.65,11.6,772923.65,14.7,705,3.82,245699.83,626654.82,772923.69,270545.7,502378,71408.99,27723.41,3.82,70734.71667,10.93333333,110.3,115,110.2,114.4,115.9,135.1,107.4,111.3,117.7,130.4,124.2,119.8,144.4,110.9,106.8,105.5,110.7,103.6,106.1,119.3,19.83,6.451,14.8,2.9,7.6,3.7,2.2,5.9,2.7,0.9,0.5,3.6,,7.54,0.03,7.06,8.4,18.09,12.07,5.85,4.75,8.59,4.45,4.46,-0.49,0.061,0.149,0.019,0.061,10.98,9.99,19.55,12.56,10.23,18.94,4.16,13.27,9.7,16.8,13.5,11.7,42187.4,4618.533333,19540.83333,18028,4739.866667,16638.6,3680.1,1895.233333,728.7666667,2529.466667,2257.9,6.456666667,3.033333333,6727.3,5393,83033,5393,263380.69,200023.49,42172.59,907,23003.68,177654.98,17443.87,145366.74,16.14,16.14,2773.559429,2905.023095,0.542747619,93.90273548,-0.100083429,1095.80643,2724.900624,201778067.8,157619912.4,18.46126452,17.42387097,2.569177419,2971.958024,1.4141,1.72
