指标名称,银行间同业拆借加权利率:1个月:月:平均值,7天回购利率:加权平均:最近1月(B1M):月:平均值,银行间质押式回购加权利率:1个月:月:平均值,活期存款利率(月),定期存款利率:3个月(月),定期存款利率:6个月(月),定期存款利率:1年(整存整取)(月),定期存款利率:3年(整存整取)(月),人民银行对金融机构存款利率:法定准备金(月),人民银行对金融机构存款利率:超额准备金(月),短期贷款利率:6个月(含)(月),短期贷款利率:6个月至1年(含)(月),中长期贷款利率:1至3年(含)(月),中长期贷款利率:5年以上(月),中长期贷款利率:3至5年(含)(月),个人住房公积金贷款利率:5年以下(含5年)(月),个人住房公积金贷款利率:5年以上(月),人民银行对金融机构贷款利率:20天以内(月),人民银行对金融机构贷款利率:3个月以内(月),人民银行对金融机构贷款利率:6个月以内(月),人民银行对金融机构贷款利率:1年(月),人民银行对金融机构贷款利率:再贴现利率(月),中债国债到期收益率:1个月:月:平均值,中债国债到期收益率:1年:月:平均值,中债国债到期收益率:5年:月:平均值,中债国债到期收益率:10年:月:平均值,中债国债到期收益率:3个月:月:平均值,中债国债到期收益率:6个月:月:平均值,平均汇率:美元兑人民币,平均汇率:欧元兑人民币,平均汇率:港元兑人民币,平均汇率:100日元兑人民币,人民币:实际有效汇率指数,人民币:名义有效汇率指数,中间价:英镑兑人民币:月:平均值,中间价:澳元兑人民币:月:平均值,中间价:加元兑人民币:月:平均值,中间价:新西兰元兑人民币:月:平均值,中间价:新加坡元兑人民币:月:平均值,人民币存款准备金率:中小型存款类金融机构(月),人民币存款准备金率:大型存款类金融机构(月),银行间同业拆借:加权平均利率:当月值,银行间同业拆借:加权平均利率:30天:当月值,银行间同业拆借:成交金额:30天:当月值,银行间同业拆借:加权平均利率:7天:当月值,银行间同业拆借:加权平均利率:14天:当月值,银行间同业拆借:加权平均利率:21天:当月值,银行间同业拆借:加权平均利率:60天:当月值,银行间同业拆借:加权平均利率:90天:当月值,银行间债券质押式回购:加权平均利率:当月值,银行间债券质押式回购:加权平均利率:21天:当月值,银行间债券质押式回购:加权平均利率:合计,金融机构:各项贷款余额,金融机构:各项贷款余额:同比,金融机构:本外币贷款余额:初值:同比,金融机构:新增人民币贷款:当月值,金融机构:各项存款余额,金融机构:各项存款余额:同比,货币当局:国外资产,货币当局:对政府债权,货币当局:对其他存款性公司债权,货币当局:对其他金融性公司债权,货币当局:其他资产,货币当局:总资产,货币当局:储备货币(基础货币),货币当局:储备货币:货币发行,货币当局:储备货币:其他存款性公司存款,货币当局:国外负债,货币当局:政府存款,货币当局:自有资金,货币当局:其他负债,货币当局:总负债,M0,M0:同比,M1,M1:同比,M2,M2:同比,现金净投放:当月值,货币乘数,国外净资产,国内信贷,货币和准货币(M2),货币(M1),准货币,债券,实收资本,货币乘数.1,基础货币余额:月:均值,基础货币余额:同比:月:均值,出口价格指数(HS2):总指数,进口价格指数(HS2):总指数,出口价格指数(BEC):食品和饮料,出口价格指数(BEC):加工品,出口价格指数(BEC):未列名的工业供应品,出口价格指数(BEC):燃料和润滑油,出口价格指数(BEC):资本货品(运输设备除外)及其零件和附件,出口价格指数(BEC):运输设备及其零件和附件,出口价格指数(BEC):未列名的消费品,进口价格指数(BEC):食品和饮料,进口价格指数(BEC):加工品,进口价格指数(BEC):未列名的工业供应品,进口价格指数(BEC):燃料和润滑油,进口价格指数(BEC):资本货品(运输设备除外)及其零件和附件,进口价格指数(BEC):运输设备及其零件和附件,进口价格指数(BEC):未列名的消费品,进口价格指数(BEC):未列名的消费品:耐用品,进口价格指数(BEC):未列名的消费品:非耐用品,出口价格指数(BEC):未列名的消费品:耐用品,出口价格指数(BEC):未列名的消费品:非耐用品,实际使用外资金额:外商直接投资:当月同比,CPI:当月同比,CPI:食品:当月同比,CPI:非食品:当月同比,CPI:消费品:当月同比,CPI:服务:当月同比,CPI:衣着:当月同比,CPI:居住:当月同比,CPI:生活用品及服务:当月同比,CPI:交通和通信:当月同比,CPI:教育文化和娱乐:当月同比,CPI:医疗保健:当月同比,CPI:不包括食品和能源(核心CPI):当月同比,PPI:全部工业品:当月同比,PPI:全部工业品:环比,PPI:全部工业品:累计同比,PPI:生产资料:当月同比,PPI:生产资料:采掘工业:当月同比,PPI:生产资料:原材料工业:当月同比,PPI:生产资料:加工工业:当月同比,PPI:生活资料:当月同比,PPI:生活资料:食品类:当月同比,PPI:生活资料:衣着类:当月同比,PPI:生活资料:一般日用品类:当月同比,PPI:生活资料:耐用消费品类:当月同比,RPI:当月同比,RPI:食品:当月同比,RPI:服装、鞋帽:当月同比,RPI:建筑材料及五金电料:当月同比,PPIRM:当月同比,PPIRM:建筑材料类:当月同比,PPIRM:农副产品类:当月同比,PPIRM:燃料、动力类:当月同比,PPIRM:黑色金属材料类:当月同比,PPIRM:有色金属材料类:当月同比,PPIRM:木材及纸浆类:当月同比,PPIRM:化工原料类:当月同比,CGPI:当月同比,CGPI:农产品:当月同比,CGPI:矿产品:当月同比,CGPI:煤油电:当月同比,GDP:现价:当季值:月:均值,GDP:现价:第一产业:当季值:月:均值,GDP:现价:第二产业:当季值:月:均值,GDP:现价:第三产业:当季值:月:均值,GDP:现价:农林牧渔业:当季值:月:均值,GDP:现价:工业:当季值:月:均值,GDP:现价:批发和零售业:当季值:月:均值,GDP:现价:交通运输、仓储和邮政业:当季值:月:均值,GDP:现价:住宿和餐饮业:当季值:月:均值,GDP:现价:金融业:当季值:月:均值,GDP:现价:房地产业:当季值:月:均值,GDP:现价:累计同比:月:均值,GDP:初步核算数:当季同比:月:均值,GDP:现价:其他行业:当季值:月:均值,社会融资规模:当月值,社会融资规模:累计值,社会融资规模:当月值.1,沪深股市:股票总市值(A、B股),沪深股市:股票流通市值(A、B股),沪深股市:股票成交金额:当月值,上证所:上市A股总数,上证所:股票总股本,上证所:股票总市值,上证所:股票流通股本,上证所:股票流通市值,上证所:平均市盈率,上证所:A股平均市盈率,上证综合指数:月:平均值,上证A股指数:月:平均值,换手率:上证综合指数:月:平均值,成交量:上证综合指数:月:平均值,涨跌幅:上证综合指数:月:平均值,成交金额:上证综合指数:月:平均值,万得全A:月:平均值,成交金额:万得全A:月:平均值,成交量:万得全A:月:平均值,静态市盈率:万得全A:月:平均值,滚动市盈率(TTM):万得全A:月:平均值,市净率:万得全A:月:平均值,Wind行业指数:工业:月:平均值,中债国债到期收益率:1个月,中债国债到期收益率:1年
2019-10-31 00:00:00,3.332863158,2.729284211,3.213636842,0.35,1.1,1.3,1.5,2.75,1.62,0.72,4.35,4.35,4.75,4.9,4.75,2.75,3.25,3.25,3.55,3.75,3.85,2.25,2.126031579,2.589105263,3.036247368,3.201063158,2.352910526,2.5055,7.0702,7.8335,0.9016,6.5291,96.95,97.12,8.9923,4.815361111,5.3728,4.490177778,5.170944444,11,13,2.5614,3.1708,392.86,3.1334,2.8817,2.9569,3.3955,3.9146,2.5677,2.9067,2.5677,1505860.723,12.4,11.8,6613,1909712.991,8.2,218729.0305,15250.245,104373.9498,5436.9086,15850.3431,359640.4769,298840.6594,78989.8229,205823.5009,1069.9726,43657.7287,219.752,10250.3916,359640.4769,73395.40282,4.7,558143.9216,3.3,1945600.548,8.4,-734,6.51049475,263422.4061,2123601.575,1945600.548,558143.9216,1387456.626,274820.757,62261.96865,6.51049475,108058.3167,-0.683027287,101.1,96.4,104.3,101.2,100.9,88.9,98.5,101.4,106.6,100.5,105.2,99.4,84.1,97.4,103,106.8,103.9,110,101.7,104.4,3.1,3.8,15.5,0.9,5.2,1.4,1.2,0.5,0.6,-3.5,1.9,2.1,1.5,-1.6,0.1,-0.2,-2.6,-1.9,-5.6,-1.5,1.4,4.4,0.6,0.4,-1.8,0.02241375,0.12526444,0.01104729,0.00717289,-2.1,3.1,6.3,-5.5,0.8,-2.4,-4.4,-8.5,-1.1,12.2,7.4,-7.2,92266,9154.8,35910.03333,47201.16667,9527.933333,28426.63333,8913.2,3715.733333,1677.533333,6259.033333,6332.066667,3.353333333,2,13847.76667,8680.002122,214785.2598,8680.002122,552694.06,453735.36,76694.91,1528,39192.61,332673.18,34786.12,286281.99,13.93,13.76,2954.832456,3095.624289,0.417272222,146.3989507,0.0475875,1651.929047,4116.630306,419488649.8,382496687.6,17.87740645,17.04505484,1.679235484,3189.785522,1.8837,2.125
2019-11-30 00:00:00,3.347514286,2.729604762,3.043590476,0.35,1.1,1.3,1.5,2.75,1.62,0.72,4.35,4.35,4.75,4.9,4.75,2.75,3.25,3.25,3.55,3.75,3.85,2.25,2.048933333,2.657528571,3.026266667,3.219252381,2.489314286,2.5864,7.0177,7.7577,0.8963,6.4486,98.34,98.05,9.044119048,4.793442857,5.30332381,4.487842857,5.154271429,11,13,2.2945,3.3908,285.16,3.0481,2.8758,2.9357,3.1661,3.7263,2.2928,2.8726,2.2928,1519741.233,12.4,11.9,13900,1922790.607,8.4,218658.5537,15250.245,108157.7199,5534.4086,15474.4278,363075.3551,304007.528,79335.1215,209882.9633,1105.7913,42063.5712,219.752,10019.2297,363075.3551,73973.82297,4.8,562486.5184,3.5,1961429.562,8.2,578,6.451911,263774.0133,2146138.232,1961429.562,562486.5184,1398943.044,276274.9935,62894.05309,6.451911,108058.3167,-0.683027287,101.4,96.1,103.6,101.7,100.6,89.3,98.7,103.7,107,102.2,107,99,85,95.7,102.6,110.5,103.8,115.5,105.2,103.3,0.1,4.5,19.1,1,6.5,1.2,1.1,0.4,0.4,-2.8,1.7,2,1.4,-1.4,-0.1,-0.3,-2.5,-1.4,-5,-1.6,1.6,5.4,0.3,0.1,-2.1,0.03040321,0.1562216,0.01094189,0.0070054,-2.2,2.9,7.2,-5.8,-0.5,-2.3,-3.7,-8.4,-0.6,15.9,5.8,-5.9,92266,9154.8,35910.03333,47201.16667,9527.933333,28426.63333,8913.2,3715.733333,1677.533333,6259.033333,6332.066667,3.353333333,2,13847.76667,19936.91623,234722.176,19936.91623,546886.77,449572.52,85304.6,1547,39441.48,329076.2,35005.18,283123.74,13.72,13.5,2923.7747,3063.294438,0.407109524,144.9981757,-0.09148781,1598.9368,4086.353171,396063673.4,358193402.8,17.82301667,16.72999667,1.62553,3101.9054,1.862,2.103
2019-12-31 00:00:00,3.534981818,2.595109091,3.347459091,0.35,1.1,1.3,1.5,2.75,1.62,0.72,4.35,4.35,4.75,4.9,4.75,2.75,3.25,3.25,3.55,3.75,3.85,2.25,2.040272727,2.562340909,2.965859091,3.171795455,2.342040909,2.460818182,7.0128,7.7895,0.8984,6.4236,98.02,97.81,9.182890909,4.823036364,5.321463636,4.620227273,5.166572727,11,13,2.0902,3.3015,389.51,3.0092,3.2091,3.3008,3.4821,4.0391,2.0971,3.0945,2.0971,1531123.2,12.3,11.9,11400,1928785.33,8.7,218638.72,15250.24,117748.86,4623.39,14869.26,371130.48,324174.95,82859.05,226023.86,841.77,32415.13,219.75,7884.49,371130.48,77189.47,5.4,576009.15,4.4,1986488.82,8.7,3216,6.1278295,264599.38,2172833.39,1986488.82,576009.15,1410479.67,280399.31,64795.53,6.1278295,108058.3167,-0.683027287,98.6,97.9,102.3,101.1,98.5,96,95.6,104.7,102.2,102.4,108.5,99.1,96.7,96.1,98.3,102.2,106.2,97.9,101,100.7,0.29,4.5,17.4,1.3,6.4,1.2,0.8,0.5,0.4,-0.7,1.8,2.1,1.4,-0.5,0,-0.3,-1.2,2.6,-2.6,-0.9,1.3,5,-0.1,0.1,-2.4,0.03417832,0.1431383,0.00753872,0.00779397,-1.3,2.8,6.6,-3.3,0.9,-1.9,-3.1,-7.4,0.5,17.1,6.9,-2,92266,9154.8,35910.03333,47201.16667,9527.933333,28426.63333,8913.2,3715.733333,1677.533333,6259.033333,6332.066667,3.353333333,2,13847.76667,22013,255753,22013,593074.53,483327.19,113014.58,1565,40199.42,355519.71,35170.22,301254.53,14.55,14.28,2962.063709,3103.741709,0.523359091,187.622496,0.276035227,2007.704552,4179.363655,506646074.9,472783892.4,18.17470645,17.05163871,1.655416129,3204.042523,1.8567,2.1
2020-01-31 00:00:00,2.933594118,2.649477778,2.978894118,0.35,1.1,1.3,1.5,2.75,1.62,0.72,4.35,4.35,4.75,4.9,4.75,2.75,3.25,3.25,3.55,3.75,3.85,2.25,1.7778,2.2943,2.876788235,3.0916,2.041211765,2.130176471,6.9172,7.7022,0.8897,6.3255,100.06,98.88,9.04859375,4.77315625,5.30559375,4.590425,5.13014375,10.5,12.5,1.9877,2.8499,719.44,3.0041,2.8397,2.9403,3.6217,3.5605,2.0839,3.2236,2.0839,1564498.05,12.1,11.6,33400,1958065.97,8.3,218649.84,15250.24,120824.15,4740.84,14030.02,373495.1,321597.94,101156.76,202608.32,1136.57,36788.28,219.75,8016.7,373495.1,93249.16,6.6,545531.79,0,2023066.49,8.4,16100,6.29066993,265874.44,2211410.81,2023066.48,545531.79,1477534.69,278861.13,64849.04,6.29066993,105935.5733,1.547050607,98.65,99.1,103.35,101.1,97.65,101.9,96.75,103.9,100.95,103.25,109.7,99.2,101.05,96.4,102.05,100.85,104.8,97.35,98.95,100.85,2.2,5.4,20.6,1.6,7.7,1.5,0.6,0.5,0.2,0.9,2.2,2.3,1.5,0.1,0,0.1,-0.4,4.7,-0.8,-0.6,1.3,5.1,-0.3,0,-2.3,0.0434035,0.16970028,0.00470021,0.00753289,-0.3,2.9,7,-0.2,1.6,-0.7,-2.9,-6.1,1,18.6,6.9,0.4,68414.93333,3407.5,24138.63333,40868.76667,3582.566667,21172.53333,6252.9,2556.566667,871.5333333,6993,5086.766667,-1.083333333,-2.266666667,13305.06667,50535,50535,50535,597055,484052,112289.61,1576,40761.49,354226.4,35455.71,295653.74,14.42,14.03,3078.654681,3225.845019,0.67010625,242.0877651,-0.147788375,2788.596176,4431.688663,695281721.7,609263300.4,18.94626129,17.73524194,1.721290323,3389.10455,1.8506,2.085
2020-02-29 00:00:00,3.15987,2.4957,2.851005,0.35,1.1,1.3,1.5,2.75,1.62,0.72,4.35,4.35,4.75,4.9,4.75,2.75,3.25,3.25,3.55,3.75,3.85,2.25,1.621045,1.97441,2.62242,2.830505,1.725625,1.78577,6.9923,7.6272,0.8994,6.3548,101.4,99.08,9.070065,4.66692,5.265985,4.47521,5.03513,10.5,12.5,1.83,2.9097,532.45,2.692,2.6672,2.6723,3.3154,3.6012,1.81,2.7796,1.81,1573554.86,12.1,11.7,9057,1968311.42,8.1,218452.13,15250.24,108534.97,4741.95,14041.97,361021.26,308676.04,96497.29,197359.23,934.72,37167.01,219.75,8415.11,361021.26,88187.05,10.9,552700.73,4.8,2030830.42,8.8,-5062,6.57916442,265949.42,2229463.46,2030830.43,552700.73,1478129.7,280412,65236.63,6.57916442,105935.5733,1.547050607,98.7,100.3,104.4,101.1,96.8,107.8,97.9,103.1,99.7,104.1,110.9,99.3,105.4,96.7,105.8,99.5,103.4,96.8,96.9,101,-27.37,5.2,21.9,0.9,7.9,0.6,0.5,0.3,0.1,-1.6,1,2.2,1,-0.4,-0.5,-0.2,-1,1.1,-2.2,-0.7,1.4,5.1,-0.3,0.1,-2,0.04207087,0.1789926,0.00403999,0.00772618,-0.5,3.8,7.6,-1,0.4,-1.2,-2.7,-6,0.3,17.2,5,-2.5,68414.93333,3407.5,24138.63333,40868.76667,3582.566667,21172.53333,6252.9,2556.566667,871.5333333,6993,5086.766667,-1.083333333,-2.266666667,13305.06667,8737,59272,8737,596516.09,482413.84,195722.8,1592,40826.19,346830.35,35639.85,288458.64,14.08,13.63,2927.513035,3067.77291,0.907365,326.8508544,-0.1405479,3778.354834,4337.13801,974090277.3,835411574.9,18.54902069,17.39771724,1.686882759,3271.99789,1.8408,2.065
2020-03-31 00:00:00,2.866427273,2.150672727,2.403672727,0.35,1.1,1.3,1.5,2.75,1.62,0.72,4.35,4.35,4.75,4.9,4.75,2.75,3.25,3.25,3.55,3.75,3.85,2.25,1.531031818,1.863245455,2.469731818,2.651836364,1.602195455,1.707895455,7.0119,7.7596,0.9029,6.5244,101.23,100.24,8.676640909,4.363854545,5.034840909,4.240777273,4.953977273,10.5,12.5,1.396,2.5319,535.84,2.2817,1.9642,2.0571,2.9987,3.2559,1.4422,2.5396,1.4422,1602089.22,12.7,12.3,28500,2009932.57,9.3,218315.78,15250.24,113014.34,4734.95,14059.42,365374.74,317806.72,90750.94,212680.93,1896.22,30775.31,219.75,8675.46,365374.74,83022.21,10.8,575050.29,5,2080923.41,10.1,-5205,6.55,262342.17,2288671.88,2080923.41,575050.29,1505873.12,282406.48,66430.96,6.55,105935.5733,1.547050607,101.2,97.4,104,102.7,98.7,102.4,101.6,105.1,102,110.6,115.3,98.6,88.4,96.9,107.9,101.2,102,98.5,98.3,100.4,-16.51,4.3,18.3,0.7,6.2,1.1,-0.3,-0.1,0.3,-3.8,2.5,2.2,1.2,-1.5,-1,-0.6,-2.4,-4,-5.2,-1.2,1.2,4.5,-0.5,0.1,-1.9,0.02772307,0.1501073,-0.00403587,0.00485354,-1.6,3.1,7.2,-4,-0.2,-4.8,-2,-7.2,-1.4,13.5,4.1,-8,68414.93333,3407.5,24138.63333,40868.76667,3582.566667,21172.53333,6252.9,2556.566667,871.5333333,6993,5086.766667,-1.083333333,-2.266666667,13305.06667,51838,110767,51838,563334.21,458245.14,191004.08,1598,40914.77,330896.73,35774.47,277892.37,13.44,13.07,2852.062891,2988.789227,0.885509091,317.7033973,-0.193276273,3411.064729,4238.844591,863284252.3,784629511.1,17.74573871,16.83929032,1.646945161,3280.093782,1.8374,2.045
2020-04-30 00:00:00,1.889859091,1.710813636,1.772418182,0.35,1.1,1.3,1.5,2.75,1.62,0.35,4.35,4.35,4.75,4.9,4.75,2.75,3.25,3.25,3.55,3.75,3.85,2.25,0.917927273,1.25315,2.0118,2.542281818,0.997909091,1.099636364,7.0686,7.6885,0.9119,6.5586,100.88,100.68,8.77882381,4.460047619,5.032461905,4.24987619,4.968071429,10,12.5,1.1134,1.7113,470.33,1.9348,1.5427,1.7818,1.9082,2.9326,1.1148,2.1109,1.1148,1619066.91,13.1,12.9,17000,2022634.9,9.9,218310.7,15250.24,107996.43,4741.31,14048.99,360347.67,311688.24,88073.91,208740.67,1185.14,32316.01,219.75,8914.45,360347.67,81485.21,10.2,570150.48,5.5,2093533.83,11.1,-1537,6.72,262711.98,2312235.58,2093533.83,570150.48,1523383.35,284146.87,67208.58,6.72,102779.5167,-0.505444757,107.7,94.4,106.2,104.6,105.5,76,108,113,112.1,109.8,112.8,97.7,64.4,102,101.5,103,100.8,104.6,106.8,112,8.6,3.3,14.8,0.4,4.7,0.9,-0.4,-0.3,0.1,-4.9,2,2.2,1.1,-3.1,-1.3,-1.2,-4.5,-11.6,-8.8,-2.2,0.9,3.7,-0.6,-0.1,-1.7,0.01741073,0.12225779,-0.00550034,0.00275423,-3.8,1.4,6.8,-11.4,-1.7,-6.6,-2.7,-9.3,-3,11.4,2.3,-13.2,82782.56667,5311.5,32509.93333,44961.13333,5556.033333,26338.63333,7915.433333,3422.133333,1101.233333,6858.733333,6174.166667,0.42,1.066666667,13367.56667,31027,141794,31027,593840.0432,482186.1105,131837.9013,1611,41077.96,347423.31,35872.67,290064.41,14.07,13.61,2814.112695,2949.284705,0.620185714,224.3037713,0.190470048,2412.471076,4163.093148,623643905.5,577359813.4,16.39902333,16.57738333,1.600103333,3207.298124,1.8324,2.036
2020-05-31 00:00:00,1.955984211,1.533884211,1.757147368,0.35,1.1,1.3,1.5,2.75,1.62,0.35,4.35,4.35,4.75,4.9,4.75,2.75,3.25,3.25,3.55,3.75,3.85,2.25,0.968115789,1.329326316,2.0722,2.680978947,1.081468421,1.221621053,7.0986,7.7313,0.9157,6.6167,99.13,99.72,8.711477778,4.627622222,5.08185,4.320022222,5.002911111,9.5,12.5,1.2512,1.6363,597.01,1.9827,1.6013,1.5364,2.0158,2.4071,1.2947,1.9886,1.2947,1633888.15,13.2,13,14800,2045739.6,10.4,218333.25,15250.24,115525.4,4746.85,14015,367870.74,308694.78,85688.28,207935.31,1250.98,42277.88,219.75,9494.26,367870.74,79706.83,9.5,581111.06,6.8,2100183.74,11.1,-1778,6.80343134,265192.74,2322874.77,2100183.74,581111.06,1519072.68,285412.13,68239.1,6.80343134,102779.5167,-0.505444757,108.4,90.6,102.1,103.8,107.7,59.6,107.2,110.7,113.5,107.5,109.9,93.8,49.3,103.9,104.1,103.8,98.1,102.2,109.1,110.5,4.2,2.4,10.6,0.4,3.3,1,-0.4,-0.5,0.1,-5.1,2.2,2.1,1.1,-3.7,-0.4,-1.7,-5.1,-14.8,-9.9,-2.4,0.5,2.9,-0.6,-0.2,-1.7,0.00911698,0.08923132,-0.0046651,0.00253988,-5,0.4,5.9,-15.5,-2.7,-5.5,-3.3,-10.3,-3.3,9.2,1.7,-15,82782.56667,5311.5,32509.93333,44961.13333,5556.033333,26338.63333,7915.433333,3422.133333,1101.233333,6858.733333,6174.166667,0.42,1.066666667,13367.56667,31866,173660,31866,599570.18,484054.95,112486.64,1620,41210.1,349401.78,36006.56,290253.96,13.09,12.63,2867.085033,3005.170439,0.558422222,205.7615145,-0.012726222,2493.557499,4279.5453,618250255,519626956.6,17.14360323,18.36272581,1.619354839,3267.51105,1.8324,2.035
2020-06-30 00:00:00,2.456980952,1.887809524,2.436061905,0.35,1.1,1.3,1.5,2.75,1.62,0.35,4.35,4.35,4.75,4.9,4.75,2.75,3.25,3.25,3.55,3.75,3.85,2.25,1.546257143,2.039452381,2.525890476,2.826952381,1.797361905,1.984319048,7.0867,7.9772,0.9144,6.5841,97.4,98.27,8.884805,4.88365,5.23047,4.56265,5.080805,9.5,12.5,1.8471,2.2341,502.34,2.3554,2.2609,2.4772,2.6026,3.2225,1.8907,2.177,1.8907,1651998.58,13.2,13,18100,2074780.26,10.6,218332.59,15250.24,111618.6,4747.46,13982.4,363931.3,308338.55,85413.1,207202.69,1198.45,38252.64,219.75,10222.08,363931.3,79459.41,9.5,604317.97,6.5,2134948.66,11.1,-248,6.92,266549.11,2351762,2134948.66,604317.97,1530630.69,289588.47,68418.68,6.92,102779.5167,-0.505444757,104.3,91.7,99.4,101.7,105.6,60.2,103.3,106.2,107.7,104.5,106.5,91.7,54,107.3,99.1,112.4,109.3,114.7,106.4,107.3,3.7,2.5,11.1,0.3,3.5,0.7,-0.43236,-0.58934,0.0354,-4.64542,1.9027,1.8535,0.9,-3,0.4,-1.9,-4.2,-10.5,-8.5,-2,0.6,3.2,-0.8,-0.3,-1.8,0.01109414,0.09353339,-0.0064469,0.00197299,-4.4,-0.4,5.8,-14.2,-2.2,-3.3,-2.9,-9.4,-2.3,9.1,2,-12.6,82782.56667,5311.5,32509.93333,44961.13333,5556.033333,26338.63333,7915.433333,3422.133333,1101.233333,6858.733333,6174.166667,0.42,1.066666667,13367.56667,34681,208328,34681,648774.4,520597.75,145229.9,1637,41597.38,372015.47,36218.62,305284.29,13.9,13.33,2940.737905,3082.424115,0.63626,234.9909843,0.2295939,2866.741302,4463.85436,717661490.9,594036340.6,17.75467,19.00613333,1.695703333,3346.70802,1.8324,2.031
2020-07-31 00:00:00,2.6182,2.247347826,2.549426087,0.35,1.1,1.3,1.5,2.75,1.62,0.35,4.35,4.35,4.75,4.9,4.75,2.75,3.25,3.25,3.55,3.75,3.85,2,1.729256522,2.203391304,2.709869565,2.949230435,1.939573913,2.054147826,7.0088,8.026,0.9042,6.5605,98.18,98.67,8.868473913,4.923043478,5.188104348,4.613013043,5.050126087,9.5,12.5,1.8951,2.3703,756.29,2.4649,2.2636,2.429,2.4903,3.3736,1.9147,2.1084,1.9147,1661925.21,13,13,9927,2075582.83,10.3,218374.92,15250.24,106614.95,4762.43,12922.35,357924.9,297172.87,85166.78,196061.37,1079.54,42557.88,219.75,11068.35,357924.9,79867.21,9.9,591192.64,6.9,2125458.46,10.7,408,7.15226279,267953.46,2355170.66,2125458.46,591192.64,1534265.83,296225.2,68912.81,7.15226279,105214.4267,1.063731583,104.3,93.3,100.1,103.2,106.1,64.2,101.3,103.9,109.9,103.4,104.1,92.6,65.4,101.7,109.8,110.1,107.4,109.4,108.8,111.6,12.2,2.7,13.2,0,4.3,0,-0.531892,-0.724911,-0.064145,-4.396246,0.324884,1.612961,0.5,-2.4,0.4,-2,-3.5,-7.1,-6.9,-1.8,0.7,3.7,-1.1,-0.8,-1.6,0.01653982,0.11047065,-0.00781564,0.00066468,-3.3,-0.9,6.8,-10.8,-2.8,-0.3,-2.1,-8.9,-1.5,9.6,1.8,-10.1,88118.56667,7386.033333,33299.16667,47433.36667,7688.433333,26856.86667,8394.266667,3646.166667,1427.2,7145.133333,6362.3,1.193333333,1.633333333,14314.06667,16928,225256,16928,738174.54,592742.88,301963.22,1670,41777.72,420925.53,36380.9,344371.27,15.58,14.85,3288.827239,3447.246291,1.21226087,445.4345763,0.473340696,5756.90674,5115.029909,1290803873,1004948108,20.1124129,21.48866774,1.932145161,3786.352326,1.8424,2.048
2020-08-31 00:00:00,2.479328571,2.307438095,2.637709524,0.35,1.1,1.3,1.5,2.75,1.62,0.35,4.35,4.35,4.75,4.9,4.75,2.75,3.25,3.25,3.55,3.75,3.85,2,1.902466667,2.330509524,2.858685714,2.986085714,2.132042857,2.33392381,6.9346,8.1986,0.8948,6.5387,98.41,98.73,9.101095238,4.986671429,5.234819048,4.57272381,5.061519048,9.5,12.5,2.0406,2.452,1228.92,2.5532,2.4492,2.5028,2.9801,3.4858,2.0643,2.1871,2.0643,1674708.18,13,12.8,12800,2094948.16,10.3,218361.92,15250.24,113772.74,4766.34,12901.04,365052.29,298170,85434.74,196502.18,1137.83,47793.13,219.75,11750.36,365052.29,80042.71,9.4,601289.1,8,2136836.91,10.4,175,7.16650538,268463.51,2376881.66,2136836.91,601289.1,1535547.81,302486.06,69502.83,7.16650538,105214.4267,1.063731583,101.3,96.4,100.8,102.5,101.4,68.2,99.5,103.1,105.2,102,102.2,96.6,69.6,105.1,104.5,109.4,109.7,108.6,103.9,106.9,15,2.4,11.2,0.1,3.9,-0.1,-0.453216,-0.749541,-0.092622,-3.924041,-0.027215,1.520815,0.5,-2,0.3,-2,-3,-5.8,-6.4,-1.4,0.6,3.1,-1.3,-0.4,-1.5,0.01613061,0.09719963,-0.00672749,0.00079434,-2.5,-1.1,6.3,-9.8,-0.5,2.9,-1.4,-8.4,-1.1,7.9,3.5,-8.9,88118.56667,7386.033333,33299.16667,47433.36667,7688.433333,26856.86667,8394.266667,3646.166667,1427.2,7145.133333,6362.3,1.193333333,1.633333333,14314.06667,35853,261109,35853,759475.33,612287.36,222966.17,1704,41887.21,433278.77,36465.08,357106.15,16.03,15.3,3374.214376,3536.689648,0.945128571,350.434557,0.126830476,4581.511834,5281.558457,1043430072,809381224.5,20.95712903,22.29618387,2.015764516,4031.626567,1.8208,2.037
