trade_date,close,open,high,low,vol
20220329,4134.1441,4155.4182,4177.2134,4124.7179,100266972
20220328,4148.4663,4128.8379,4174.1206,4091.2978,118449021
20220325,4174.5742,4249.0731,4254.8449,4173.93,108808046
20220324,4251.3061,4249.5328,4273.9568,4216.8506,108918272
20220323,4276.5174,4269.6088,4287.5771,4241.957,117089078
20220322,4255.295,4252.5658,4283.3344,4236.6888,126382470
20220321,4258.7459,4280.1397,4287.8166,4223.024,127036360
20220318,4265.9017,4218.4736,4283.3679,4194.9402,149458305
20220317,4237.6956,4237.6722,4302.7426,4217.8038,179407344
20220316,4156.081,4053.099,4168.5853,3942.861,196021982
20220315,3983.812,4125.4866,4163.4176,3983.812,202524699
20220314,4174.7577,4248.1526,4280.3609,4174.7577,130187236
20220311,4306.5217,4231.1961,4316.044,4176.4522,152399921
20220310,4292.8374,4326.2035,4335.6731,4288.5078,145266383
20220309,4226.3463,4280.9789,4304.482,4068.193,194232900
20220308,4265.391,4361.6424,4383.6467,4252.5386,167863277
20220307,4352.7775,4462.5174,4462.5174,4338.3042,162197706
20220304,4496.4301,4513.3636,4539.3925,4481.4927,127266806
20220303,4551.6283,4595.0249,4599.3973,4544.4313,138285877
20220302,4578.6007,4594.017,4594.017,4558.4416,113298325
20220301,4619.6862,4597.855,4623.4312,4583.917,123139220
20220228,4581.6459,4563.7427,4581.6459,4530.6764,135406978
20220225,4573.4247,4564.6321,4611.8602,4561.8964,149722583
20220224,4529.3189,4592.069,4610.8792,4488.4763,184403058
20220223,4623.0465,4582.0064,4625.2979,4579.2945,122952916
20220222,4574.1527,4601.9184,4602.066,4550.804,123317237
20220221,4634.3141,4646.0522,4646.6724,4613.2971,112516512
20220218,4651.2358,4604.5669,4651.3415,4598.1003,104550228
20220217,4629.1649,4616.8955,4650.1591,4606.9522,110014643
20220216,4617.9893,4619.8458,4643.1003,4607.2178,107258955
20220215,4600.1025,4553.8112,4601.453,4550.543,115025600
20220214,4551.6878,4579.4202,4593.6324,4530.0566,143673894
20220211,4601.3953,4617.8741,4662.5963,4595.8751,155974584
20220210,4639.8625,4657.2107,4657.2107,4608.0905,151576666
20220209,4652.0609,4608.1491,4659.4611,4595.2826,148335547
20220208,4608.7729,4626.4365,4626.4365,4522.4709,155830708
20220207,4634.0899,4638.5754,4672.6535,4615.0052,144849720
20220128,4563.772,4641.8137,4660.519,4559.8331,126480112
20220127,4619.8765,4708.0989,4708.4364,4616.0273,121263804
20220126,4712.3109,4697.0991,4718.9946,4648.1283,107070842
20220125,4678.4511,4761.95,4781.3908,4678.2472,133667586
20220124,4786.7377,4753.9413,4801.0976,4746.4479,114463880
20220121,4779.3142,4808.7733,4818.3052,4762.5641,138952585
20220120,4823.5091,4778.2616,4845.0048,4777.5683,164971315
20220119,4780.3784,4815.8106,4828.7522,4755.9301,133927360
20220118,4813.3472,4766.7811,4826.3003,4747.92,150870802
20220117,4767.2762,4728.7595,4775.2385,4726.7083,115295691
20220114,4726.7317,4743.9124,4764.0522,4723.9428,146863126
20220113,4765.9191,4853.0314,4853.0632,4765.2416,142519653
20220112,4845.5787,4818.8902,4852.7314,4810.919,143200204
20220111,4797.7735,4840.0087,4850.879,4791.8854,146928004
20220110,4844.0451,4812.23,4844.3928,4780.8191,156211696
20220107,4822.3689,4824.3181,4856.6522,4818.1931,187139413
20220106,4818.2318,4842.156,4857.5596,4786.433,157665826
20220105,4868.1202,4907.9347,4916.2822,4851.9835,178816100
20220104,4917.7653,4957.9835,4961.4527,4874.5337,151534776
20211231,4940.3733,4937.463,4950.3639,4923.1392,121313737
20211230,4921.5109,4882.1561,4940.178,4878.6478,121617178
20211229,4883.4804,4958.6455,4958.6455,4883.4804,113587002
20211228,4955.9644,4923.6917,4959.1448,4913.5983,130457757
20211227,4919.3238,4918.1462,4939.689,4894.1598,124100952
20211224,4921.3449,4953.0616,4964.9064,4905.9785,142673323
20211223,4948.7389,4924.2912,4948.7389,4906.7473,139555406
20211222,4914.4544,4924.5771,4936.6731,4903.1652,133256740
20211221,4913.4853,4876.5141,4917.7994,4872.9491,143339898
20211220,4880.4178,4934.9662,4971.6727,4872.6846,169675690
20211217,4954.7599,5021.3385,5022.1067,4954.7592,149005399
20211216,5034.7321,5006.6105,5034.7321,4987.2247,144053867
20211215,5005.8991,5036.284,5060.368,5003.7776,150529752
20211214,5049.6953,5066.3497,5075.2138,5038.8583,159107790
20211213,5083.8007,5090.0207,5143.841,5079.7276,211801596
20211210,5055.1172,5046.2677,5060.0554,5035.8087,193695154
20211209,5078.6901,5000.6871,5114.5012,4999.4097,220568776
20211208,4995.9298,4934.4056,4995.9298,4915.7898,157490559
20211207,4922.1015,4930.8261,4934.0973,4895.2178,179053460
20211206,4892.6209,4909.4292,4943.9032,4888.6927,173615683
20211203,4901.0175,4856.9802,4901.0175,4853.3505,144059626
20211202,4856.163,4839.9137,4866.8505,4830.3228,148088521
20211201,4843.851,4831.8885,4844.5242,4823.9254,123086789
20211130,4832.026,4857.183,4871.2528,4810.2192,129630596
20211129,4851.423,4820.0053,4858.5322,4818.7058,133626862
20211126,4860.1265,4886.9516,4886.9516,4850.8114,120368974
20211125,4896.4416,4917.6055,4921.3333,4891.728,115984031
20211124,4916.6579,4914.0266,4935.4885,4899.6112,137150673
