指标名称,中证国债到期收益率:10年
2023/5/19,2.72
2023/5/22,2.72
2023/5/23,2.7
2023/5/24,2.7
2023/5/25,2.71
2023/5/26,2.72
2023/5/29,2.7
2023/5/30,2.7
2023/5/31,2.69
2023/6/1,2.68
2023/6/2,2.7
2023/6/5,2.69
2023/6/6,2.68
2023/6/7,2.68
2023/6/8,2.68
2023/6/9,2.67
2023/6/12,2.67
2023/6/13,2.63
2023/6/14,2.64
2023/6/15,2.65
2023/6/16,2.67
2023/6/19,2.68
2023/6/20,2.68
2023/6/21,2.67
2023/6/26,2.66
2023/6/27,2.67
2023/6/28,2.66
2023/6/29,2.66
2023/6/30,2.64
2023/7/3,2.64
2023/7/4,2.64
2023/7/5,2.64
2023/7/6,2.64
2023/7/7,2.64
2023/7/10,2.64
2023/7/11,2.63
2023/7/12,2.64
2023/7/13,2.64
2023/7/14,2.65
2023/7/17,2.64
2023/7/18,2.63
2023/7/19,2.63
2023/7/20,2.62
2023/7/21,2.61
2023/7/24,2.61
2023/7/25,2.66
2023/7/26,2.65
2023/7/27,2.64
2023/7/28,2.65
2023/7/31,2.66
2023/8/1,2.65
2023/8/2,2.65
2023/8/3,2.65
2023/8/4,2.65
2023/8/7,2.65
2023/8/8,2.65
2023/8/9,2.65
2023/8/10,2.65
2023/8/11,2.65
2023/8/14,2.63
2023/8/15,2.58
2023/8/16,2.56
2023/8/17,2.57
2023/8/18,2.57
2023/8/21,2.54
2023/8/22,2.55
2023/8/23,2.56
2023/8/24,2.55
2023/8/25,2.57
2023/8/28,2.59
2023/8/29,2.57
2023/8/30,2.56
2023/8/31,2.55
2023/9/1,2.58
2023/9/4,2.61
2023/9/5,2.61
2023/9/6,2.64
2023/9/7,2.64
2023/9/8,2.64
2023/9/11,2.63
2023/9/12,2.62
2023/9/13,2.62
2023/9/14,2.6
2023/9/15,2.63
2023/9/18,2.65
2023/9/19,2.66
2023/9/20,2.67
2023/9/21,2.66
2023/9/22,2.68
2023/9/25,2.69
2023/9/26,2.7
2023/9/27,2.69
2023/9/28,2.67
2023/10/9,2.67
2023/10/10,2.68
2023/10/11,2.7
2023/10/12,2.7
2023/10/13,2.69
2023/10/16,2.67
2023/10/17,2.69
2023/10/18,2.7
2023/10/19,2.72
2023/10/20,2.7
2023/10/23,2.7
2023/10/24,2.72
2023/10/25,2.71
2023/10/26,2.71
2023/10/27,2.72
2023/10/30,2.71
2023/10/31,2.69
2023/11/1,2.69
2023/11/2,2.66
2023/11/3,2.66
